bootstrap,resample,delta_f1,delta_fpr
event,"[(2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (3884, 3824, 3944), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944), (2147, 2087, 2207), (2867, 2807, 2927), (22, 0, 82)]",-0.11578689605823606,-0.04172434249555072
event,"[(2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.15137274865042494,-0.03551401869158879
event,"[(590, 530, 650), (2867, 2807, 2927), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (1860, 1800, 1920), (3884, 3824, 3944)]",-0.1078351344679021,-0.04294975688816856
event,"[(3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (4501, 4441, 4561), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.05884015959353023,-0.05085089141004862
event,"[(1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (2147, 2087, 2207)]",-0.14155374303685103,-0.03904465212876428
event,"[(22, 0, 82), (3884, 3824, 3944), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.06358156613606553,-0.04983191615582361
event,"[(22, 0, 82), (3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (376, 316, 436), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (22, 0, 82)]",0.030298895800849768,-0.06268538659284159
event,"[(2147, 2087, 2207), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (590, 530, 650), (5597, 5537, 5657), (590, 530, 650), (590, 530, 650), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657)]",-0.09432612155187259,-0.043701799485861184
event,"[(5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650)]",-0.144237848041529,-0.03736218864842793
event,"[(4724, 4664, 4784), (5784, 5724, 5844), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (22, 0, 82), (1860, 1800, 1920)]",-0.0785618575837026,-0.046868342564976566
event,"[(2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.11130401307850019,-0.044029075804776746
event,"[(5597, 5537, 5657), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (376, 316, 436), (5597, 5537, 5657)]",-0.1281814578576738,-0.039044652128764276
event,"[(5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (5784, 5724, 5844), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657), (2550, 2490, 2610), (4501, 4441, 4561), (4501, 4441, 4561)]",-0.11521373489568404,-0.041922088194581764
event,"[(5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844), (4501, 4441, 4561), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650)]",-0.03161354181948178,-0.0541940625622634
event,"[(4724, 4664, 4784), (4724, 4664, 4784), (4501, 4441, 4561), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (2867, 2807, 2927), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.1455895669241548,-0.03984857541342897
event,"[(2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.08503093916492127,-0.04477309562398703
event,"[(376, 316, 436), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920), (5784, 5724, 5844), (5597, 5537, 5657), (5784, 5724, 5844), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944)]",-0.08023678043574095,-0.046868342564976566
event,"[(5784, 5724, 5844), (5597, 5537, 5657), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (5784, 5724, 5844), (5031, 4971, 5091), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.024225495902471278,-0.0551226002661091
event,"[(2147, 2087, 2207), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (3884, 3824, 3944), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436)]",-0.1264936290703162,-0.04083299305839118
event,"[(4724, 4664, 4784), (5597, 5537, 5657), (5784, 5724, 5844), (5784, 5724, 5844), (590, 530, 650), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944)]",-0.09975591109270607,-0.04457050243111831
event,"[(2550, 2490, 2610), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (3884, 3824, 3944), (5784, 5724, 5844), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (4501, 4441, 4561)]",-0.0005583913969590404,-0.05642023346303503
event,"[(2550, 2490, 2610), (4724, 4664, 4784), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436)]",-0.09464184182967308,-0.043821391484942886
event,"[(4501, 4441, 4561), (3884, 3824, 3944), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (5597, 5537, 5657), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (3884, 3824, 3944), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561)]",-0.02258080332093071,-0.05642023346303502
event,"[(1860, 1800, 1920), (2867, 2807, 2927), (2867, 2807, 2927), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (4724, 4664, 4784), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.10204398489891758,-0.0433852140077821
event,"[(1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.10941176470588235,-0.044032444959443806
event,"[(5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.11359434608090624,-0.043701799485861184
event,"[(1860, 1800, 1920), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.15181436346104607,-0.03891050583657588
event,"[(4724, 4664, 4784), (4724, 4664, 4784), (590, 530, 650), (5597, 5537, 5657), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207)]",-0.0836591833971761,-0.04457050243111831
event,"[(1860, 1800, 1920), (1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207)]",-0.043239437002147746,-0.052274013964899044
event,"[(2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (376, 316, 436), (4501, 4441, 4561), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (5597, 5537, 5657), (5031, 4971, 5091), (2867, 2807, 2927), (5597, 5537, 5657), (22, 0, 82)]",-0.10219281829113874,-0.042747163695299836
event,"[(590, 530, 650), (5784, 5724, 5844), (376, 316, 436), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (1860, 1800, 1920)]",-0.10434762080612175,-0.0444311615859733
event,"[(4501, 4441, 4561), (4501, 4441, 4561), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (4501, 4441, 4561)]",-0.08122325223083021,-0.046865730670357916
event,"[(2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (4501, 4441, 4561), (4724, 4664, 4784), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920), (5784, 5724, 5844), (5031, 4971, 5091)]",-0.026838479967064094,-0.05477555863159976
event,"[(4501, 4441, 4561), (5031, 4971, 5091), (3884, 3824, 3944), (4724, 4664, 4784), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (2867, 2807, 2927), (5031, 4971, 5091), (2147, 2087, 2207)]",-0.0727418593676262,-0.04899959167006942
event,"[(1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (2867, 2807, 2927), (4724, 4664, 4784), (4724, 4664, 4784), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (22, 0, 82), (2867, 2807, 2927)]",-0.11106244375602262,-0.042747163695299836
event,"[(2550, 2490, 2610), (4724, 4664, 4784), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (2147, 2087, 2207), (2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784)]",-0.030447312366871343,-0.05311284046692606
event,"[(376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436), (2550, 2490, 2610), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561)]",-0.0879507308117649,-0.04844357976653697
event,"[(2867, 2807, 2927), (2867, 2807, 2927), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (4724, 4664, 4784), (376, 316, 436), (5597, 5537, 5657), (2550, 2490, 2610), (2867, 2807, 2927)]",-0.11462822028404418,-0.0433852140077821
event,"[(1860, 1800, 1920), (2867, 2807, 2927), (4501, 4441, 4561), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (4724, 4664, 4784), (5784, 5724, 5844), (2550, 2490, 2610), (376, 316, 436)]",-0.08120117564673862,-0.047352024922118374
event,"[(3884, 3824, 3944), (5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (2550, 2490, 2610), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82), (3884, 3824, 3944), (2550, 2490, 2610)]",-0.09262689531944204,-0.046865730670357916
event,"[(4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (3884, 3824, 3944), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82)]",-0.13765349319292433,-0.039044652128764276
event,"[(4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (3884, 3824, 3944), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561)]",-0.12741194900149566,-0.03984857541342897
event,"[(376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (2147, 2087, 2207), (4501, 4441, 4561), (5597, 5537, 5657), (2147, 2087, 2207), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650)]",-0.09222174403338368,-0.04513618677042802
event,"[(3884, 3824, 3944), (2867, 2807, 2927), (2867, 2807, 2927), (4501, 4441, 4561), (5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (4724, 4664, 4784)]",-0.1455895669241548,-0.03984857541342897
event,"[(22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (2147, 2087, 2207), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (5597, 5537, 5657)]",-0.17559912854030504,-0.0332174584781769
event,"[(22, 0, 82), (2550, 2490, 2610), (590, 530, 650), (590, 530, 650), (5784, 5724, 5844), (5784, 5724, 5844), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610), (2867, 2807, 2927), (5597, 5537, 5657)]",-0.12897675241642245,-0.041922088194581764
event,"[(5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (590, 530, 650), (5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (376, 316, 436)]",-0.13551675318546483,-0.037362188648427934
event,"[(5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.08861574514489895,-0.04495100127822752
event,"[(22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091), (22, 0, 82), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (2550, 2490, 2610), (3884, 3824, 3944), (4724, 4664, 4784), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927)]",-0.10381009180707235,-0.04192208819458177
event,"[(590, 530, 650), (22, 0, 82), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091)]",0.010872508342027104,-0.0609805510534846
event,"[(3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (22, 0, 82), (4501, 4441, 4561), (5784, 5724, 5844), (5031, 4971, 5091), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82), (1860, 1800, 1920)]",-0.08811272228574901,-0.04755970924195223
event,"[(376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944)]",0.021699346405228775,-0.05793742757821553
event,"[(5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (3884, 3824, 3944), (2147, 2087, 2207), (5597, 5537, 5657), (22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (1860, 1800, 1920), (2867, 2807, 2927), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.13286429030015462,-0.03925233644859813
event,"[(5597, 5537, 5657), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.1189327286344048,-0.04172434249555072
event,"[(2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (590, 530, 650), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (5031, 4971, 5091), (1860, 1800, 1920)]",-0.08892873997168477,-0.04552878726010617
event,"[(590, 530, 650), (2147, 2087, 2207), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657), (376, 316, 436), (5597, 5537, 5657), (376, 316, 436), (5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (4501, 4441, 4561), (590, 530, 650)]",-0.1758606037164352,-0.035603112840466924
event,"[(4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (5784, 5724, 5844), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.14658872810964485,-0.03484602917341978
event,"[(5031, 4971, 5091), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650), (5784, 5724, 5844), (22, 0, 82)]",-0.044306317642093224,-0.052876823338735814
event,"[(3884, 3824, 3944), (3884, 3824, 3944), (5784, 5724, 5844), (5784, 5724, 5844), (1860, 1800, 1920), (590, 530, 650), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844), (5784, 5724, 5844), (3884, 3824, 3944)]",-0.04994865980614552,-0.051891275422923405
event,"[(2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650), (590, 530, 650), (22, 0, 82), (22, 0, 82), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (3884, 3824, 3944), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.05045751633986928,-0.05040556199304751
event,"[(4501, 4441, 4561), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (2147, 2087, 2207), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (1860, 1800, 1920), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.0537043668088448,-0.05161162744710303
event,"[(376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844)]",-0.031438797579032896,-0.05291828793774318
event,"[(5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (590, 530, 650), (1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927)]",-0.08684134214181966,-0.043821391484942886
event,"[(22, 0, 82), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82)]",-0.1593426721563443,-0.03464343598055105
event,"[(1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (2867, 2807, 2927), (5784, 5724, 5844), (2550, 2490, 2610), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82)]",-0.09074159198574633,-0.043821391484942886
event,"[(2550, 2490, 2610), (2550, 2490, 2610), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (376, 316, 436), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.05467787001485572,-0.04961147638971908
event,"[(590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (4501, 4441, 4561), (590, 530, 650), (4501, 4441, 4561), (2147, 2087, 2207), (22, 0, 82), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561)]",-0.10533653556846329,-0.04370179948586118
event,"[(1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (22, 0, 82), (4501, 4441, 4561), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (5597, 5537, 5657), (4724, 4664, 4784), (4724, 4664, 4784), (590, 530, 650), (5031, 4971, 5091)]",-0.09432612155187259,-0.043701799485861184
event,"[(1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (590, 530, 650), (2147, 2087, 2207), (2147, 2087, 2207), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650)]",-0.01046814954210279,-0.0541940625622634
event,"[(5784, 5724, 5844), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (4724, 4664, 4784), (22, 0, 82), (376, 316, 436), (376, 316, 436), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (5784, 5724, 5844), (5031, 4971, 5091)]",-0.08502662474767397,-0.04495100127822753
event,"[(5597, 5537, 5657), (5597, 5537, 5657), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (2147, 2087, 2207), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.17204486862872087,-0.037373937116867706
event,"[(376, 316, 436), (4501, 4441, 4561), (5597, 5537, 5657), (1860, 1800, 1920), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (5597, 5537, 5657), (5784, 5724, 5844)]",-0.05951864086833408,-0.05083707635769702
event,"[(5784, 5724, 5844), (2550, 2490, 2610), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (3884, 3824, 3944), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (4724, 4664, 4784), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.06311072000254836,-0.05085089141004863
event,"[(4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (590, 530, 650), (590, 530, 650), (5784, 5724, 5844)]",-0.07394335511982567,-0.050405561993047514
event,"[(4501, 4441, 4561), (2867, 2807, 2927), (2550, 2490, 2610), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (1860, 1800, 1920), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.13364794714487968,-0.03736218864842793
event,"[(22, 0, 82), (2147, 2087, 2207), (2867, 2807, 2927), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (5597, 5537, 5657), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561)]",-0.14037158634771113,-0.03642948444823178
event,"[(2147, 2087, 2207), (1860, 1800, 1920), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (2550, 2490, 2610)]",-0.07736448147417443,-0.047818290496114774
event,"[(22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (2867, 2807, 2927), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (4724, 4664, 4784), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (2867, 2807, 2927)]",-0.0669281045751634,-0.051757435303205875
event,"[(22, 0, 82), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (376, 316, 436)]",-0.1547436071004786,-0.03464343598055106
event,"[(3884, 3824, 3944), (2867, 2807, 2927), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657)]",-0.14336373615811496,-0.03984857541342897
event,"[(1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650)]",-0.03278378920708147,-0.05240087666865909
