bootstrap,resample,delta_f1,delta_fpr
event,"[(376, 316, 436), (3884, 3824, 3944), (5597, 5537, 5657), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (590, 530, 650)]",-0.10219281829113874,-0.042747163695299836
event,"[(5031, 4971, 5091), (1860, 1800, 1920), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610)]",-0.02008494572911751,-0.055532870559412
event,"[(2867, 2807, 2927), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561), (2550, 2490, 2610), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (1860, 1800, 1920)]",-0.1269735882300694,-0.038517898262507844
event,"[(2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (2867, 2807, 2927), (376, 316, 436), (4501, 4441, 4561)]",-0.1452129904673924,-0.03808752025931929
event,"[(5784, 5724, 5844), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (22, 0, 82), (3884, 3824, 3944), (4501, 4441, 4561), (590, 530, 650)]",-0.057583878186495074,-0.051053484602917344
event,"[(376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (2550, 2490, 2610), (5031, 4971, 5091), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944)]",-0.08168815551609071,-0.04457050243111831
event,"[(5597, 5537, 5657), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (2550, 2490, 2610), (590, 530, 650)]",-0.1434244406335524,-0.036660689380354654
event,"[(22, 0, 82), (3884, 3824, 3944), (2867, 2807, 2927), (4501, 4441, 4561), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (2550, 2490, 2610), (5597, 5537, 5657), (4724, 4664, 4784), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091)]",-0.12400261873918095,-0.039044652128764276
event,"[(376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.08097639776270282,-0.0444311615859733
event,"[(5784, 5724, 5844), (2147, 2087, 2207), (5597, 5537, 5657), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944)]",-0.10662309368191725,-0.04577056778679027
event,"[(2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561)]",-0.16134069664700712,-0.03401226023333992
event,"[(22, 0, 82), (22, 0, 82), (376, 316, 436), (4501, 4441, 4561), (4724, 4664, 4784), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (1860, 1800, 1920), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.04682356582804692,-0.05227401396489903
event,"[(5031, 4971, 5091), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (3884, 3824, 3944), (376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091), (5031, 4971, 5091)]",-0.06907437773407493,-0.04844357976653697
event,"[(4501, 4441, 4561), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (2550, 2490, 2610), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657)]",-0.1283193183167828,-0.04238737882531837
event,"[(3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920), (2550, 2490, 2610), (3884, 3824, 3944)]",-0.025094555651670958,-0.05439330543933055
event,"[(2867, 2807, 2927), (2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (2550, 2490, 2610), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (3884, 3824, 3944)]",-0.11796633839983173,-0.04192208819458177
event,"[(1860, 1800, 1920), (590, 530, 650), (2867, 2807, 2927), (2147, 2087, 2207), (5031, 4971, 5091), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (2550, 2490, 2610), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.08020764511562056,-0.04552878726010617
event,"[(3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (5031, 4971, 5091), (590, 530, 650), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927)]",-0.04485653426888864,-0.051167315175097275
event,"[(1860, 1800, 1920), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (5597, 5537, 5657), (4724, 4664, 4784), (376, 316, 436), (590, 530, 650), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650)]",-0.039032977706281446,-0.0541940625622634
event,"[(5597, 5537, 5657), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (1860, 1800, 1920), (1860, 1800, 1920), (4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091), (5784, 5724, 5844), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207)]",-0.06411067100366416,-0.04981071926678622
event,"[(2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (5784, 5724, 5844), (5784, 5724, 5844), (3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610), (22, 0, 82), (5784, 5724, 5844)]",-0.0301089324618736,-0.05349555813055233
event,"[(2147, 2087, 2207), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5784, 5724, 5844), (4724, 4664, 4784), (2867, 2807, 2927), (5784, 5724, 5844), (2867, 2807, 2927), (4724, 4664, 4784), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.09249343575560459,-0.04528376507810956
event,"[(2867, 2807, 2927), (5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944)]",-0.1617019769779313,-0.038910505836575876
event,"[(2867, 2807, 2927), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (590, 530, 650), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (22, 0, 82)]",-0.10323606941203642,-0.04294975688816856
event,"[(2867, 2807, 2927), (4501, 4441, 4561), (3884, 3824, 3944), (1860, 1800, 1920), (2867, 2807, 2927), (4724, 4664, 4784), (1860, 1800, 1920), (3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.04283270593747103,-0.054474708171206226
event,"[(590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (2147, 2087, 2207), (4724, 4664, 4784), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (2867, 2807, 2927)]",-0.20455238665871397,-0.03245895451972071
event,"[(1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561)]",-0.04680617560299588,-0.051413881748071974
event,"[(590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784)]",-0.10905552930718398,-0.04350405378683013
event,"[(2550, 2490, 2610), (5597, 5537, 5657), (4501, 4441, 4561), (5031, 4971, 5091), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944)]",-0.12146018469106012,-0.04026416702172987
event,"[(4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650), (4724, 4664, 4784), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436)]",-0.11176705669292133,-0.044431161585973294
event,"[(376, 316, 436), (590, 530, 650), (5031, 4971, 5091), (5031, 4971, 5091), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.07553563001415764,-0.04552878726010617
event,"[(1860, 1800, 1920), (4501, 4441, 4561), (4724, 4664, 4784), (2550, 2490, 2610), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844), (4501, 4441, 4561), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (590, 530, 650), (22, 0, 82)]",-0.05095176330469714,-0.05161162744710302
event,"[(4501, 4441, 4561), (2867, 2807, 2927), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610), (590, 530, 650), (4501, 4441, 4561)]",-0.10434762080612175,-0.0444311615859733
event,"[(1860, 1800, 1920), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (2867, 2807, 2927), (5597, 5537, 5657), (5031, 4971, 5091), (2550, 2490, 2610), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (5597, 5537, 5657)]",-0.10211086557464172,-0.04508601937907851
event,"[(5597, 5537, 5657), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650), (5597, 5537, 5657), (376, 316, 436), (4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (22, 0, 82), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.10355032229888866,-0.04350405378683014
event,"[(1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650)]",-0.1498631429919773,-0.037566353613719884
event,"[(376, 316, 436), (5597, 5537, 5657), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (4724, 4664, 4784), (376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (2867, 2807, 2927), (22, 0, 82)]",-0.15901416750949682,-0.03464343598055106
event,"[(2867, 2807, 2927), (5784, 5724, 5844), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.11453392873721294,-0.04186728072011723
event,"[(5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436), (590, 530, 650), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (5031, 4971, 5091), (2550, 2490, 2610), (2550, 2490, 2610), (590, 530, 650), (4724, 4664, 4784), (22, 0, 82)]",-0.08152949426570733,-0.04350405378683014
event,"[(5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (1860, 1800, 1920)]",-0.026838479967064094,-0.05477555863159976
event,"[(2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (376, 316, 436), (2550, 2490, 2610), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.05194156200973171,-0.050850891410048615
event,"[(2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436)]",-0.10989106753812641,-0.044032444959443806
event,"[(5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920)]",-0.10662309368191725,-0.04577056778679027
event,"[(3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.10093653688410353,-0.04294975688816856
event,"[(4501, 4441, 4561), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (4501, 4441, 4561), (5031, 4971, 5091)]",-0.08441255019355623,-0.04569055036344756
event,"[(3884, 3824, 3944), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (590, 530, 650), (5784, 5724, 5844)]",-0.0647147808254355,-0.05161162744710302
event,"[(2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657), (22, 0, 82), (2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091)]",-0.1445188335872441,-0.037373937116867706
event,"[(22, 0, 82), (2147, 2087, 2207), (22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (1860, 1800, 1920), (1860, 1800, 1920), (22, 0, 82), (3884, 3824, 3944)]",-0.032076767847684484,-0.05161162744710303
event,"[(376, 316, 436), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (4724, 4664, 4784), (4724, 4664, 4784), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.028494572911750837,-0.055532870559412
event,"[(4501, 4441, 4561), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (22, 0, 82)]",-0.09778488321162071,-0.04457050243111831
event,"[(4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927), (4724, 4664, 4784), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650)]",-0.10876291122808973,-0.042747163695299836
event,"[(5784, 5724, 5844), (4501, 4441, 4561), (2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (5597, 5537, 5657), (376, 316, 436), (5031, 4971, 5091), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561)]",-0.07352524775837657,-0.04736627194773377
event,"[(5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (5784, 5724, 5844), (590, 530, 650), (2147, 2087, 2207), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.11246113139153632,-0.041922088194581764
event,"[(1860, 1800, 1920), (5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (2147, 2087, 2207), (376, 316, 436), (5031, 4971, 5091), (376, 316, 436), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.13364794714487968,-0.03736218864842793
event,"[(5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (5784, 5724, 5844), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650)]",-0.08324500787014696,-0.045898234683281414
event,"[(2147, 2087, 2207), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (1860, 1800, 1920), (2147, 2087, 2207), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.07615733182553022,-0.04821717990275527
event,"[(4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (2867, 2807, 2927), (4724, 4664, 4784), (5784, 5724, 5844), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.0601294915250198,-0.053193593039351394
event,"[(2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927), (4501, 4441, 4561), (4724, 4664, 4784), (2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650)]",-0.15179828577306315,-0.03646144650328751
event,"[(3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (590, 530, 650)]",-0.09882068094816593,-0.043821391484942886
event,"[(376, 316, 436), (2867, 2807, 2927), (2147, 2087, 2207), (5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (5031, 4971, 5091), (2550, 2490, 2610)]",-0.11964134025483719,-0.04083299305839118
event,"[(5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (2550, 2490, 2610), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.11528079282680509,-0.04083299305839118
event,"[(4724, 4664, 4784), (1860, 1800, 1920), (4724, 4664, 4784), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (2867, 2807, 2927), (2867, 2807, 2927), (590, 530, 650), (22, 0, 82)]",-0.14240470663916227,-0.035721703011422634
event,"[(4501, 4441, 4561), (3884, 3824, 3944), (22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82)]",0.015991285403050087,-0.058130552336809575
event,"[(22, 0, 82), (5031, 4971, 5091), (4724, 4664, 4784), (5597, 5537, 5657), (5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.13199697208751948,-0.03642948444823178
event,"[(4724, 4664, 4784), (1860, 1800, 1920), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (3884, 3824, 3944), (22, 0, 82), (5031, 4971, 5091), (4501, 4441, 4561)]",-0.07521201187962606,-0.046868342564976566
event,"[(2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (5597, 5537, 5657), (376, 316, 436), (4724, 4664, 4784), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.026505347657463207,-0.05611831442463533
event,"[(590, 530, 650), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944), (5597, 5537, 5657), (4501, 4441, 4561), (5597, 5537, 5657), (1860, 1800, 1920)]",-0.09896329870398715,-0.04513618677042801
event,"[(5031, 4971, 5091), (22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.10941176470588235,-0.044032444959443806
event,"[(3884, 3824, 3944), (376, 316, 436), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657), (22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436)]",-0.14350386795881442,-0.039044652128764276
event,"[(3884, 3824, 3944), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920), (2147, 2087, 2207), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (22, 0, 82), (4501, 4441, 4561)]",-0.09498626975156857,-0.046865730670357916
event,"[(590, 530, 650), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (376, 316, 436)]",-0.05078493884990032,-0.04963417045679256
event,"[(3884, 3824, 3944), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (376, 316, 436), (4501, 4441, 4561), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927)]",-0.13115620575743273,-0.03736218864842793
event,"[(1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927), (5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.15002404059553945,-0.037373937116867706
event,"[(3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920), (376, 316, 436), (2867, 2807, 2927), (5031, 4971, 5091), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207)]",-0.12440222155149303,-0.03830856185890726
event,"[(2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (590, 530, 650), (1860, 1800, 1920), (590, 530, 650)]",-0.18157531141061395,-0.03381451453430888
event,"[(5031, 4971, 5091), (5597, 5537, 5657), (376, 316, 436), (5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (376, 316, 436)]",-0.10219281829113874,-0.042747163695299836
event,"[(5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (22, 0, 82), (4501, 4441, 4561), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (4724, 4664, 4784)]",-0.10435497614857167,-0.04457050243111832
event,"[(5031, 4971, 5091), (1860, 1800, 1920), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.0724860435298521,-0.04801458670988654
event,"[(2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657)]",-0.08900167533459208,-0.047352024922118374
event,"[(376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091)]",-0.06916470033034444,-0.04736627194773377
