Date,Open,High,Low,Close,Adj Close,Volume
,SPY,SPY,SPY,SPY,SPY,SPY
2000-01-03,148.25,148.25,143.875,145.4375,91.36750793457031,8164300
2000-01-04,143.53125,144.0625,139.640625,139.75,87.79450225830078,8089800
2000-01-05,139.9375,141.53125,137.25,140.0,87.9515609741211,12177900
2000-01-06,139.625,141.5,137.75,137.75,86.5380630493164,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,91.56382751464844,8066500
2000-01-10,146.25,146.90625,145.03125,146.25,91.87796020507812,5741700
2000-01-11,145.8125,146.09375,143.5,144.5,90.778564453125,7503700
2000-01-12,144.59375,144.59375,142.875,143.0625,89.87550354003906,6907700
2000-01-13,144.46875,145.75,143.28125,145.0,91.09266662597656,5158300
2000-01-14,146.53125,147.46875,145.96875,146.96875,92.32948303222656,7437300
2000-01-18,145.34375,146.625,145.1875,145.8125,91.60311126708984,6488500
2000-01-19,145.3125,147.0,145.0,147.0,92.34913635253906,6157900
2000-01-20,146.96875,146.96875,143.8125,144.75,90.93563842773438,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,90.73929595947266,6244800
2000-01-24,145.65625,145.84375,139.40625,140.34375,88.16752624511719,7896900
2000-01-25,140.515625,141.9375,139.0,141.9375,89.16873168945312,9942500
2000-01-26,141.0,141.546875,140.09375,140.8125,88.46202850341797,5158100
2000-01-27,141.84375,142.21875,138.125,140.25,88.10861206054688,10922700
2000-01-28,139.4375,140.0625,135.53125,135.875,85.36013793945312,11916200
2000-01-31,135.8125,139.671875,135.0,139.5625,87.67671966552734,10768700
2000-02-01,139.75,141.6875,138.53125,140.9375,88.54051208496094,8419900
2000-02-02,141.28125,142.25,140.375,141.0625,88.61903381347656,6205900
2000-02-03,140.875,143.25,140.0,143.1875,89.95405578613281,7997500
2000-02-04,143.1875,144.0,142.125,142.59375,89.58103942871094,4925400
2000-02-07,142.5625,142.78125,141.4375,142.375,89.44361114501953,5845800
2000-02-08,143.96875,144.5625,143.625,144.3125,90.66073608398438,4936400
2000-02-09,144.46875,144.46875,141.265625,141.28125,88.7564926147461,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,88.93315887451172,6690600
2000-02-11,141.84375,141.9375,138.03125,138.6875,87.12700653076172,9849800
2000-02-14,139.78125,139.78125,138.3125,139.5,87.63744354248047,8528800
2000-02-15,139.25,141.21875,137.796875,141.078125,88.62882995605469,11078300
2000-02-16,140.375,140.9375,138.796875,139.0,87.32333374023438,8845400
2000-02-17,140.4375,140.4375,138.21875,138.28125,86.87179565429688,7584200
2000-02-18,138.875,138.875,134.625,135.3125,85.0067367553711,9409200
2000-02-22,135.1875,136.34375,133.53125,134.96875,84.790771484375,16415400
2000-02-23,135.625,137.46875,134.5,136.5625,85.79203796386719,12119000
2000-02-24,136.6875,137.03125,133.09375,133.8125,84.0644302368164,17375000
2000-02-25,135.1875,136.71875,133.125,133.328125,83.76013946533203,10559900
2000-02-28,133.375,136.6875,132.71875,136.125,85.51718139648438,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,86.34173583984375,8242500
2000-03-01,137.625,139.0,137.21875,138.4375,86.96992492675781,6868000
2000-03-02,138.6875,139.125,137.34375,138.53125,87.02886199951172,7600200
2000-03-03,140.4375,141.71875,139.71875,141.125,88.65833282470703,12770300
2000-03-06,140.8125,141.34375,138.75,139.75,87.79450225830078,11967100
2000-03-07,140.0,140.15625,135.21875,137.046875,86.09632110595703,20062000
2000-03-08,136.46875,137.84375,135.03125,136.875,85.9883804321289,11808500
2000-03-09,137.25,140.875,136.125,140.875,88.50123596191406,5500900
2000-03-10,140.1875,142.0,139.53125,140.125,88.03010559082031,7924600
2000-03-13,136.6875,140.46875,135.6875,138.59375,87.068115234375,10540500
2000-03-14,139.28125,140.09375,136.15625,136.625,85.83125305175781,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,87.83374786376953,10300800
2000-03-16,141.625,146.84375,140.875,146.34375,91.9368667602539,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,92.54448699951172,10272900
2000-03-20,146.875,147.34375,144.78125,146.1875,92.0721206665039,12502300
2000-03-21,145.53125,149.75,144.5,149.1875,93.96163177490234,13612600
2000-03-22,149.5625,150.84375,148.6875,150.09375,94.53238677978516,8260000
2000-03-23,149.15625,153.46875,149.15625,152.65625,96.1462631225586,11654500
2000-03-24,152.875,155.75,151.71875,153.5625,96.71704864501953,11462900
2000-03-27,153.375,153.78125,151.8125,151.9375,95.69357299804688,8798600
2000-03-28,151.25,152.984375,150.59375,151.0625,95.1424789428711,6334400
2000-03-29,151.5625,152.484375,149.65625,151.21875,95.24089813232422,6747500
2000-03-30,150.15625,151.921875,147.125,148.6875,93.64666748046875,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,94.70948028564453,9249100
2000-04-03,150.125,151.25,148.6875,151.25,95.26055145263672,8508200
2000-04-04,151.75,153.0,141.390625,150.125,94.55206298828125,19585500
2000-04-05,147.875,150.8125,147.625,149.1875,93.96163177490234,8387200
2000-04-06,150.25,151.6875,149.0,150.484375,94.77835083007812,6378500
2000-04-07,151.5625,152.125,150.5,151.4375,95.378662109375,6023600
2000-04-10,151.75,153.109375,150.3125,150.84375,95.00472259521484,9624200
2000-04-11,150.0,151.625,148.375,150.40625,94.72915649414062,9006400
2000-04-12,150.375,151.15625,146.15625,146.28125,92.13117980957031,10779200
2000-04-13,147.46875,148.15625,143.78125,144.25,90.851806640625,12225800
2000-04-14,142.625,142.8125,133.5,136.0,85.65577697753906,29604000
2000-04-17,135.1875,140.75,134.6875,140.75,88.64747619628906,23918200
2000-04-18,140.5625,144.46875,139.78125,144.46875,90.98960876464844,11069200
2000-04-19,144.5,145.125,142.53125,143.125,90.14327239990234,6553700
2000-04-20,143.5625,143.9375,142.375,143.8125,90.57626342773438,8537600
2000-04-24,141.5,143.3125,140.5,142.25,89.59217834472656,12893100
2000-04-25,144.625,148.15625,144.4375,148.15625,93.31207275390625,14102000
2000-04-26,147.96875,148.75,146.0,146.484375,92.25907135009766,7711100
2000-04-27,143.0,147.34375,143.0,146.0,91.9540023803711,15595300
2000-04-28,147.0,147.859375,145.0625,145.09375,91.38323974609375,8743400
2000-05-01,146.5625,148.484375,145.84375,147.0625,92.62321472167969,7328300
2000-05-02,145.5,147.125,144.125,144.125,90.7730941772461,9411900
2000-05-03,144.0,144.0,139.78125,140.75,88.64747619628906,12630700
2000-05-04,142.0,142.359375,140.75,141.8125,89.31663513183594,5963600
2000-05-05,141.0625,144.0,140.9375,143.53125,90.39915466308594,7862400
2000-05-08,142.75,143.375,141.84375,142.453125,89.72014617919922,5064100
2000-05-09,143.0625,143.40625,140.265625,141.3125,89.00171661376953,5620300
2000-05-10,140.5,140.96875,137.75,138.125,86.99415588378906,10293900
2000-05-11,140.125,141.5,139.125,141.28125,88.9820556640625,7091100
2000-05-12,141.8125,143.46875,141.625,142.8125,89.94645690917969,5960800
2000-05-15,142.75,145.609375,142.0,145.28125,91.50135803222656,4441300
2000-05-16,146.5625,147.71875,145.3125,146.6875,92.38701629638672,8192200
2000-05-17,145.6875,146.1875,144.46875,145.15625,91.42261505126953,5907200
2000-05-18,145.625,146.3125,143.375,143.375,90.30071258544922,4325600
2000-05-19,142.5625,143.234375,140.40625,141.125,88.8836441040039,6518400
2000-05-22,141.25,141.46875,137.0,140.0625,88.2144546508789,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,86.91543579101562,7979200
2000-05-24,138.0,140.6875,136.5,140.25,88.33253479003906,11081500
2000-05-25,140.6875,141.8125,137.71875,137.84375,86.81703186035156,8278900
2000-05-26,138.8125,139.6875,137.328125,138.0,86.91543579101562,4814000
2000-05-30,140.0,142.9375,139.46875,142.5,89.74966430664062,5362700
2000-05-31,142.5625,144.0,142.09375,142.8125,89.94645690917969,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,91.52104949951172,8961600
2000-06-02,148.9375,149.09375,147.484375,147.84375,93.11526489257812,8962200
2000-06-05,147.46875,148.21875,146.875,147.125,92.6625747680664,6998100
2000-06-06,146.625,147.78125,145.90625,146.46875,92.24925231933594,4858900
2000-06-07,146.625,148.0,146.0,147.484375,92.8889389038086,4919500
2000-06-08,147.5,147.75,146.0625,146.90625,92.5247573852539,5723100
2000-06-09,147.5,147.96875,145.625,146.59375,92.32799530029297,3085300
2000-06-12,146.96875,146.96875,144.875,144.875,91.24545288085938,3678900
2000-06-13,144.8125,147.75,144.625,147.59375,92.95780181884766,6558700
2000-06-14,148.25,148.875,147.1875,147.84375,93.11526489257812,6420500
2000-06-15,148.125,148.75,146.84375,148.15625,93.31207275390625,5881200
2000-06-16,148.3125,148.3125,145.875,146.59375,92.54537200927734,5567900
2000-06-19,146.46875,149.15625,146.25,148.46875,93.72906494140625,5106900
2000-06-20,148.1875,148.875,147.0,147.9375,93.3936538696289,6480000
2000-06-21,146.9375,148.4375,146.890625,147.875,93.354248046875,3115000
2000-06-22,147.5625,147.6875,145.0,145.625,91.93375396728516,7490500
2000-06-23,145.8125,146.125,143.875,144.375,91.14463806152344,4863300
2000-06-26,145.375,146.25,144.875,146.234375,92.31851959228516,5201300
2000-06-27,145.984375,146.71875,145.015625,145.15625,91.63786315917969,4159500
2000-06-28,145.625,146.984375,145.3125,145.5625,91.89430236816406,5347700
2000-06-29,144.75,145.75,143.515625,144.1875,91.02627563476562,6345700
2000-06-30,143.9375,145.59375,143.890625,145.28125,91.71678161621094,7420200
2000-07-03,145.4375,147.4375,145.1875,147.28125,92.9793472290039,1436600
2000-07-05,146.375,146.65625,144.375,144.625,91.30245208740234,2748200
2000-07-06,144.9375,146.46875,144.21875,145.75,92.0126953125,5963200
2000-07-07,146.6875,148.78125,146.25,148.09375,93.4923324584961,3034800
2000-07-10,147.875,148.90625,147.53125,147.84375,93.3344955444336,2816100
2000-07-11,147.46875,149.125,147.15625,148.15625,93.53177642822266,5431600
2000-07-12,149.28125,150.125,148.6875,149.125,94.14335632324219,5883000
2000-07-13,149.984375,150.375,149.1875,149.78125,94.55764770507812,5356000
2000-07-14,150.4375,151.25,149.671875,151.25,95.48483276367188,5341900
2000-07-17,150.984375,151.984375,150.6875,151.0,95.32704162597656,4208300
2000-07-18,150.625,150.625,149.34375,149.765625,94.54778289794922,4262100
2000-07-19,149.46875,149.90625,148.25,148.5625,93.78822326660156,8506800
2000-07-20,149.0,150.625,148.8125,150.625,95.0903091430664,4538900
2000-07-21,149.75,149.75,147.6875,147.6875,93.23577880859375,5656900
2000-07-24,148.125,148.859375,146.5625,146.84375,92.70320129394531,5628500
2000-07-25,147.75,147.84375,146.78125,147.3125,92.99911499023438,4757100
2000-07-26,146.96875,147.15625,145.640625,145.875,92.09161376953125,12062500
2000-07-27,145.9375,146.625,144.6875,145.375,91.77592468261719,7652600
2000-07-28,145.71875,145.90625,141.515625,142.09375,89.7044677734375,6229500
2000-07-31,142.9375,144.125,142.0625,143.0,90.27660369873047,5265500
2000-08-01,143.625,144.71875,143.125,143.875,90.82902526855469,3946600
2000-08-02,143.875,145.40625,143.625,144.59375,91.28274536132812,7439800
