ticker,event_id,event_name,severity_label,method,detected_event,first_detection_delay,closest_detection_delay,event_coverage,pre_event_detection,post_event_detection,n_alarm_days_in_window
IWM,E09,Volmageddon,medium,CUSUM,True,-60.0,0.0,1.0,True,True,121
IWM,E09,Volmageddon,medium,Instability score,True,47.0,47.0,0.04132231404958678,False,True,5
IWM,E09,Volmageddon,medium,MMD-only confirmation,True,45.0,45.0,0.08264462809917356,False,True,10
IWM,E09,Volmageddon,medium,Kappa-only confirmation,False,,,0.0,False,False,0
IWM,E09,Volmageddon,medium,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
IWM,E10,Q4 2018 selloff,high,Volatility percentile,False,,,0.0,False,False,0
IWM,E10,Q4 2018 selloff,high,CUSUM,True,-60.0,-11.0,0.6942148760330579,True,True,84
IWM,E10,Q4 2018 selloff,high,Instability score,True,-60.0,2.0,0.371900826446281,True,True,45
IWM,E10,Q4 2018 selloff,high,MMD-only confirmation,True,-60.0,2.0,0.33884297520661155,True,True,41
IWM,E10,Q4 2018 selloff,high,Kappa-only confirmation,True,-60.0,40.0,0.19008264462809918,True,True,23
IWM,E10,Q4 2018 selloff,high,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
IWM,E11,COVID crash,critical,Volatility percentile,True,-4.0,0.0,0.5371900826446281,True,True,65
IWM,E11,COVID crash,critical,CUSUM,True,-60.0,-13.0,0.39669421487603307,True,False,48
IWM,E11,COVID crash,critical,Instability score,True,-41.0,2.0,0.5537190082644629,True,True,67
IWM,E11,COVID crash,critical,MMD-only confirmation,True,-43.0,1.0,0.512396694214876,True,True,62
IWM,E11,COVID crash,critical,Kappa-only confirmation,True,-13.0,-5.0,0.1322314049586777,True,True,16
IWM,E11,COVID crash,critical,Hybrid volatility + instability confirmation,True,-4.0,0.0,0.4049586776859504,True,True,49
IWM,E12,Inflation selloff,high,Volatility percentile,True,-19.0,-4.0,0.2066115702479339,True,True,25
IWM,E12,Inflation selloff,high,CUSUM,True,-60.0,-1.0,0.5702479338842975,True,True,69
IWM,E12,Inflation selloff,high,Instability score,True,42.0,42.0,0.12396694214876033,False,True,15
IWM,E12,Inflation selloff,high,MMD-only confirmation,True,42.0,42.0,0.1322314049586777,False,True,16
IWM,E12,Inflation selloff,high,Kappa-only confirmation,True,-58.0,-56.0,0.024793388429752067,True,False,3
IWM,E12,Inflation selloff,high,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
IWM,E13,Bank stress,medium,Volatility percentile,False,,,0.0,False,False,0
IWM,E13,Bank stress,medium,CUSUM,True,-27.0,-12.0,0.1322314049586777,True,False,16
IWM,E13,Bank stress,medium,Instability score,False,,,0.0,False,False,0
IWM,E13,Bank stress,medium,MMD-only confirmation,False,,,0.0,False,False,0
IWM,E13,Bank stress,medium,Kappa-only confirmation,False,,,0.0,False,False,0
IWM,E13,Bank stress,medium,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
HYG,E01,Dot-com selloff,high,Volatility percentile,False,,,0.0,False,False,0
HYG,E01,Dot-com selloff,high,CUSUM,False,,,0.0,False,False,0
HYG,E01,Dot-com selloff,high,Instability score,True,0.0,0.0,0.09836065573770492,False,True,6
HYG,E01,Dot-com selloff,high,MMD-only confirmation,True,29.0,29.0,0.04918032786885246,False,True,3
HYG,E01,Dot-com selloff,high,Kappa-only confirmation,True,0.0,0.0,0.16393442622950818,False,True,10
HYG,E01,Dot-com selloff,high,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
HYG,E02,September 11 reopening,critical,Volatility percentile,False,,,0.0,False,False,0
HYG,E02,September 11 reopening,critical,CUSUM,False,,,0.0,False,False,0
HYG,E02,September 11 reopening,critical,Instability score,True,0.0,0.0,0.09836065573770492,False,True,6
HYG,E02,September 11 reopening,critical,MMD-only confirmation,True,29.0,29.0,0.04918032786885246,False,True,3
HYG,E02,September 11 reopening,critical,Kappa-only confirmation,True,0.0,0.0,0.16393442622950818,False,True,10
HYG,E02,September 11 reopening,critical,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
HYG,E03,WorldCom selloff,critical,Volatility percentile,False,,,0.0,False,False,0
HYG,E03,WorldCom selloff,critical,CUSUM,False,,,0.0,False,False,0
HYG,E03,WorldCom selloff,critical,Instability score,True,0.0,0.0,0.09836065573770492,False,True,6
HYG,E03,WorldCom selloff,critical,MMD-only confirmation,True,29.0,29.0,0.04918032786885246,False,True,3
HYG,E03,WorldCom selloff,critical,Kappa-only confirmation,True,0.0,0.0,0.16393442622950818,False,True,10
HYG,E03,WorldCom selloff,critical,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
HYG,E04,Quant crisis,medium,Volatility percentile,False,,,0.0,False,False,0
HYG,E04,Quant crisis,medium,CUSUM,False,,,0.0,False,False,0
HYG,E04,Quant crisis,medium,Instability score,True,-34.0,-29.0,0.18947368421052632,True,True,18
HYG,E04,Quant crisis,medium,MMD-only confirmation,True,-5.0,-3.0,0.17894736842105263,True,True,17
HYG,E04,Quant crisis,medium,Kappa-only confirmation,True,-34.0,-23.0,0.10526315789473684,True,False,10
HYG,E04,Quant crisis,medium,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
HYG,E05,Lehman crisis,critical,Volatility percentile,True,-7.0,0.0,0.5619834710743802,True,True,68
HYG,E05,Lehman crisis,critical,CUSUM,False,,,0.0,False,False,0
HYG,E05,Lehman crisis,critical,Instability score,True,-14.0,-6.0,0.24793388429752067,True,True,30
HYG,E05,Lehman crisis,critical,MMD-only confirmation,True,-15.0,-7.0,0.2231404958677686,True,True,27
HYG,E05,Lehman crisis,critical,Kappa-only confirmation,True,-11.0,-7.0,0.1322314049586777,True,True,16
HYG,E05,Lehman crisis,critical,Hybrid volatility + instability confirmation,True,-7.0,0.0,0.5206611570247934,True,True,63
HYG,E06,Flash crash,high,Volatility percentile,True,7.0,7.0,0.18181818181818182,False,True,22
HYG,E06,Flash crash,high,CUSUM,False,,,0.0,False,False,0
HYG,E06,Flash crash,high,Instability score,True,-53.0,-7.0,0.35537190082644626,True,True,43
HYG,E06,Flash crash,high,MMD-only confirmation,True,-50.0,-7.0,0.34710743801652894,True,True,42
HYG,E06,Flash crash,high,Kappa-only confirmation,True,-60.0,3.0,0.04132231404958678,True,True,5
HYG,E06,Flash crash,high,Hybrid volatility + instability confirmation,True,7.0,7.0,0.18181818181818182,False,True,22
HYG,E07,U.S. downgrade selloff,critical,Volatility percentile,True,2.0,2.0,0.3140495867768595,False,True,38
HYG,E07,U.S. downgrade selloff,critical,CUSUM,False,,,0.0,False,False,0
HYG,E07,U.S. downgrade selloff,critical,Instability score,True,-60.0,-45.0,0.1322314049586777,True,False,16
HYG,E07,U.S. downgrade selloff,critical,MMD-only confirmation,False,,,0.0,False,False,0
HYG,E07,U.S. downgrade selloff,critical,Kappa-only confirmation,True,-60.0,9.0,0.33884297520661155,True,True,41
HYG,E07,U.S. downgrade selloff,critical,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
HYG,E08,China devaluation selloff,medium,Volatility percentile,False,,,0.0,False,False,0
HYG,E08,China devaluation selloff,medium,CUSUM,False,,,0.0,False,False,0
HYG,E08,China devaluation selloff,medium,Instability score,False,,,0.0,False,False,0
HYG,E08,China devaluation selloff,medium,MMD-only confirmation,False,,,0.0,False,False,0
HYG,E08,China devaluation selloff,medium,Kappa-only confirmation,True,-59.0,6.0,0.2231404958677686,True,True,27
HYG,E08,China devaluation selloff,medium,Hybrid volatility + instability confirmation,False,,,0.0,False,False,0
