resample,delta_f1
"[(2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (2867, 2807, 2927), (2867, 2807, 2927), (22, 0, 82)]",-0.14073317099176524
"[(4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927), (2550, 2490, 2610)]",-0.09173442489786493
"[(5597, 5537, 5657), (2867, 2807, 2927), (3884, 3824, 3944), (5784, 5724, 5844), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (5031, 4971, 5091), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.10339321155341069
"[(376, 316, 436), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (590, 530, 650), (22, 0, 82), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.0956857408584667
"[(2867, 2807, 2927), (2550, 2490, 2610), (5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657), (5597, 5537, 5657), (4724, 4664, 4784), (376, 316, 436)]",-0.07699350967983451
"[(5597, 5537, 5657), (4501, 4441, 4561), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (3884, 3824, 3944), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091)]",-0.08051230034962958
"[(2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (4724, 4664, 4784), (22, 0, 82), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207)]",-0.09269171690770969
"[(4724, 4664, 4784), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.09079754601227
"[(2550, 2490, 2610), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (2867, 2807, 2927), (376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (4724, 4664, 4784), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (2147, 2087, 2207)]",-0.13958678774150074
"[(5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650), (2147, 2087, 2207), (590, 530, 650), (5784, 5724, 5844), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (4724, 4664, 4784), (22, 0, 82)]",-0.08324500787014696
"[(1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (2550, 2490, 2610), (4501, 4441, 4561)]",-0.09882068094816593
"[(2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (3884, 3824, 3944), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (4501, 4441, 4561), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.1010574883029246
"[(4501, 4441, 4561), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (4724, 4664, 4784), (2147, 2087, 2207), (590, 530, 650)]",-0.029631768294767713
"[(376, 316, 436), (590, 530, 650), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784), (5597, 5537, 5657), (5031, 4971, 5091), (22, 0, 82)]",-0.03420479302832241
"[(376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (4724, 4664, 4784), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (4501, 4441, 4561), (5031, 4971, 5091), (376, 316, 436)]",-0.12182161396885324
"[(376, 316, 436), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944)]",-0.070873053327041
"[(376, 316, 436), (590, 530, 650), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (4501, 4441, 4561), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (590, 530, 650)]",-0.01566175466286257
"[(376, 316, 436), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (4724, 4664, 4784)]",0.02204108528840673
"[(5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (1860, 1800, 1920), (4501, 4441, 4561), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (5784, 5724, 5844), (590, 530, 650)]",-0.10238394826748648
"[(590, 530, 650), (376, 316, 436), (4501, 4441, 4561), (4724, 4664, 4784), (5784, 5724, 5844), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (2550, 2490, 2610), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610)]",0.014543796637705192
"[(22, 0, 82), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650), (4724, 4664, 4784), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (590, 530, 650), (22, 0, 82)]",-0.005791191787947042
"[(5597, 5537, 5657), (3884, 3824, 3944), (4501, 4441, 4561), (4724, 4664, 4784), (2867, 2807, 2927), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (4501, 4441, 4561), (2867, 2807, 2927), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436)]",-0.16160761577468216
"[(5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (2147, 2087, 2207), (1860, 1800, 1920), (1860, 1800, 1920), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (5784, 5724, 5844), (1860, 1800, 1920), (3884, 3824, 3944)]",-0.07570552147239262
"[(5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920), (5031, 4971, 5091), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436)]",-0.08323300447257886
"[(4501, 4441, 4561), (590, 530, 650), (5031, 4971, 5091), (4501, 4441, 4561), (2550, 2490, 2610), (4501, 4441, 4561), (590, 530, 650), (3884, 3824, 3944), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (2867, 2807, 2927)]",-0.09835587781851457
"[(5031, 4971, 5091), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (4724, 4664, 4784), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784)]",-0.09498910675381261
"[(22, 0, 82), (22, 0, 82), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657)]",-0.0960784313725491
"[(2147, 2087, 2207), (4501, 4441, 4561), (22, 0, 82), (4724, 4664, 4784), (2867, 2807, 2927), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (2867, 2807, 2927), (590, 530, 650), (2550, 2490, 2610)]",-0.08985263893690332
"[(3884, 3824, 3944), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (22, 0, 82), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.14183233231141723
"[(2550, 2490, 2610), (5597, 5537, 5657), (5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561)]",-0.12440222155149303
"[(5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (4501, 4441, 4561), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944)]",-0.05161191150439312
"[(376, 316, 436), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (5784, 5724, 5844), (2550, 2490, 2610), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.10419065596979704
"[(376, 316, 436), (4501, 4441, 4561), (4501, 4441, 4561), (4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (5031, 4971, 5091), (590, 530, 650)]",-0.031438797579032896
"[(5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (4724, 4664, 4784), (4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (5031, 4971, 5091), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207)]",-0.03168353877566338
"[(5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (590, 530, 650), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920)]",-0.03833549681848225
"[(2147, 2087, 2207), (3884, 3824, 3944), (2867, 2807, 2927), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (590, 530, 650), (5784, 5724, 5844), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82), (5784, 5724, 5844)]",-0.1806089211760409
"[(590, 530, 650), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.06449268522888157
"[(2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844)]",-0.07335867079040828
"[(590, 530, 650), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (376, 316, 436)]",-0.05314431328202687
"[(5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (2867, 2807, 2927), (2550, 2490, 2610), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (2867, 2807, 2927), (2147, 2087, 2207), (2550, 2490, 2610), (590, 530, 650)]",-0.15858809314285954
"[(5784, 5724, 5844), (22, 0, 82), (22, 0, 82), (5784, 5724, 5844), (1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (5031, 4971, 5091), (5784, 5724, 5844), (4724, 4664, 4784)]",-0.08974083225145693
"[(22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (4501, 4441, 4561), (2550, 2490, 2610)]",-0.1281814578576738
"[(2550, 2490, 2610), (4724, 4664, 4784), (5597, 5537, 5657), (4724, 4664, 4784), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (4724, 4664, 4784), (4501, 4441, 4561)]",-0.09652860180458556
"[(2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (5597, 5537, 5657), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (590, 530, 650), (2550, 2490, 2610), (4724, 4664, 4784)]",-0.0899843356848801
"[(590, 530, 650), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.14565027139959233
"[(5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (590, 530, 650)]",-0.13582822085889568
"[(5031, 4971, 5091), (2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (376, 316, 436), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (2550, 2490, 2610), (2867, 2807, 2927)]",-0.12042339533737834
"[(376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (590, 530, 650), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.12443793564270014
"[(5784, 5724, 5844), (5784, 5724, 5844), (5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091)]",-0.1281814578576738
"[(590, 530, 650), (2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844), (2867, 2807, 2927), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561)]",-0.07555837038722935
"[(4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (5597, 5537, 5657), (4724, 4664, 4784), (4724, 4664, 4784)]",-0.12183006535947712
"[(5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.13293801038335606
"[(590, 530, 650), (590, 530, 650), (5784, 5724, 5844), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (2867, 2807, 2927), (2550, 2490, 2610), (376, 316, 436), (2550, 2490, 2610), (2147, 2087, 2207), (3884, 3824, 3944), (376, 316, 436)]",-0.13987730061349699
"[(5597, 5537, 5657), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (5597, 5537, 5657), (590, 530, 650), (590, 530, 650)]",-0.12305010893246188
"[(4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784)]",-0.0435294117647059
"[(5784, 5724, 5844), (590, 530, 650), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (2147, 2087, 2207)]",-0.08207645115620568
"[(5597, 5537, 5657), (2550, 2490, 2610), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.144237848041529
"[(3884, 3824, 3944), (5784, 5724, 5844), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (590, 530, 650), (1860, 1800, 1920), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091)]",-0.04063502934641511
"[(5597, 5537, 5657), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (5597, 5537, 5657), (22, 0, 82), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82)]",-0.1533498052622391
"[(4724, 4664, 4784), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (5784, 5724, 5844), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82), (4724, 4664, 4784)]",-0.03784889398365479
"[(5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.07789748756413062
"[(5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (2867, 2807, 2927), (5597, 5537, 5657), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82)]",-0.10553376906318088
"[(2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (22, 0, 82), (4501, 4441, 4561), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (2867, 2807, 2927), (22, 0, 82), (4501, 4441, 4561)]",-0.08576360407425401
"[(3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (376, 316, 436), (22, 0, 82), (2147, 2087, 2207), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561), (2867, 2807, 2927)]",-0.1570391577539042
"[(22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944)]",-0.11451426378878594
"[(2867, 2807, 2927), (2147, 2087, 2207), (2147, 2087, 2207), (4501, 4441, 4561), (4501, 4441, 4561), (4501, 4441, 4561), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (590, 530, 650), (1860, 1800, 1920), (2867, 2807, 2927), (2550, 2490, 2610)]",-0.1195135695628039
"[(590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (2147, 2087, 2207), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.0806054259683629
"[(1860, 1800, 1920), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.15151629781235823
"[(2147, 2087, 2207), (5031, 4971, 5091), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.13037972335621553
"[(2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (1860, 1800, 1920), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (2550, 2490, 2610), (2147, 2087, 2207), (4501, 4441, 4561), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.08020764511562056
"[(2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (2147, 2087, 2207), (2147, 2087, 2207), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650)]",-0.12129210306653143
"[(22, 0, 82), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657), (22, 0, 82), (376, 316, 436), (376, 316, 436), (590, 530, 650), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.06970949549766448
"[(5784, 5724, 5844), (5031, 4971, 5091), (1860, 1800, 1920), (5784, 5724, 5844), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (376, 316, 436)]",0.035636266567881325
"[(376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (2867, 2807, 2927), (4724, 4664, 4784), (4724, 4664, 4784)]",-0.16160761577468216
"[(4724, 4664, 4784), (590, 530, 650), (5597, 5537, 5657), (2550, 2490, 2610), (3884, 3824, 3944), (3884, 3824, 3944), (3884, 3824, 3944), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (3884, 3824, 3944)]",-0.03773091527159614
"[(5784, 5724, 5844), (22, 0, 82), (2550, 2490, 2610), (4724, 4664, 4784), (590, 530, 650), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (1860, 1800, 1920), (3884, 3824, 3944)]",0.010872508342027104
"[(2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (590, 530, 650), (4724, 4664, 4784), (376, 316, 436), (3884, 3824, 3944), (376, 316, 436)]",-0.13987730061349699
"[(4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.132420953279849
"[(2550, 2490, 2610), (5784, 5724, 5844), (5597, 5537, 5657), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (2550, 2490, 2610)]",-0.15858809314285954
"[(5784, 5724, 5844), (22, 0, 82), (5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (1860, 1800, 1920), (5784, 5724, 5844), (4501, 4441, 4561), (3884, 3824, 3944)]",-0.05642701525054468
"[(22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207)]",-0.0917384067723721
"[(4724, 4664, 4784), (22, 0, 82), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (22, 0, 82), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (376, 316, 436)]",-0.13230251708312205
"[(1860, 1800, 1920), (2867, 2807, 2927), (590, 530, 650), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657)]",-0.09422492401215812
"[(376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (590, 530, 650), (4724, 4664, 4784), (5784, 5724, 5844), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436)]",-0.09496571606049264
"[(2867, 2807, 2927), (2867, 2807, 2927), (22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207)]",-0.1508932461873638
"[(5031, 4971, 5091), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657), (590, 530, 650), (590, 530, 650), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.134601226993865
"[(2147, 2087, 2207), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (5597, 5537, 5657), (2867, 2807, 2927), (22, 0, 82), (376, 316, 436)]",-0.1432459444608143
