resample,delta_f1
"[(2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.04334645407305887
"[(22, 0, 82), (376, 316, 436), (1860, 1800, 1920), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (590, 530, 650), (5597, 5537, 5657), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.10416384617222404
"[(376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (2550, 2490, 2610), (4724, 4664, 4784), (5784, 5724, 5844), (3884, 3824, 3944), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.08806313660218684
"[(5031, 4971, 5091), (4501, 4441, 4561), (4724, 4664, 4784), (22, 0, 82), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.08985263893690332
"[(5597, 5537, 5657), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (1860, 1800, 1920), (5784, 5724, 5844), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091), (5784, 5724, 5844), (5597, 5537, 5657)]",-0.08179208228237722
"[(376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (22, 0, 82)]",-0.06415472729861749
"[(2550, 2490, 2610), (2550, 2490, 2610), (2147, 2087, 2207), (2147, 2087, 2207), (2147, 2087, 2207), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (3884, 3824, 3944), (3884, 3824, 3944), (4724, 4664, 4784), (590, 530, 650)]",-0.0677225872921926
"[(22, 0, 82), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561), (3884, 3824, 3944), (4724, 4664, 4784), (5784, 5724, 5844), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (4501, 4441, 4561)]",0.014543796637705192
"[(5597, 5537, 5657), (376, 316, 436), (2550, 2490, 2610), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (3884, 3824, 3944), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82)]",-0.026505347657463207
"[(5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927)]",-0.10909141587493731
"[(1860, 1800, 1920), (2147, 2087, 2207), (4724, 4664, 4784), (3884, 3824, 3944), (5784, 5724, 5844), (3884, 3824, 3944), (2550, 2490, 2610), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561)]",-0.07757183891300076
"[(5784, 5724, 5844), (1860, 1800, 1920), (376, 316, 436), (2147, 2087, 2207), (2147, 2087, 2207), (3884, 3824, 3944), (2147, 2087, 2207), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561)]",-0.04950465481129901
"[(4501, 4441, 4561), (1860, 1800, 1920), (4501, 4441, 4561), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (376, 316, 436), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.08773271611959141
"[(2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (1860, 1800, 1920), (3884, 3824, 3944)]",-0.09915401568536192
"[(2867, 2807, 2927), (5031, 4971, 5091), (5031, 4971, 5091), (2867, 2807, 2927), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (2550, 2490, 2610), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.11872581406323737
"[(4501, 4441, 4561), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091)]",-0.14231418582611954
"[(4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82)]",-0.13968614865133916
"[(5597, 5537, 5657), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844)]",-0.09464502214870235
"[(22, 0, 82), (376, 316, 436), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650)]",-0.10467105571405594
"[(4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (5597, 5537, 5657), (1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844)]",-0.08519513279211033
"[(1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (1860, 1800, 1920), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610)]",-0.021458572806066556
"[(5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (590, 530, 650), (5784, 5724, 5844)]",-0.05660130718954251
"[(5597, 5537, 5657), (376, 316, 436), (22, 0, 82), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (590, 530, 650), (4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927), (4501, 4441, 4561), (2550, 2490, 2610)]",-0.15901416750949682
"[(5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (376, 316, 436), (3884, 3824, 3944), (376, 316, 436), (376, 316, 436), (2147, 2087, 2207), (2147, 2087, 2207), (2867, 2807, 2927), (4501, 4441, 4561), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.08146295422369043
"[(2867, 2807, 2927), (22, 0, 82), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844)]",-0.09110045155805105
"[(2550, 2490, 2610), (376, 316, 436), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (2147, 2087, 2207), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (2147, 2087, 2207), (2867, 2807, 2927), (2550, 2490, 2610), (2550, 2490, 2610)]",-0.0867631276455495
"[(2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (2147, 2087, 2207), (5597, 5537, 5657), (22, 0, 82), (2147, 2087, 2207)]",-0.1647534483508509
"[(2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (5031, 4971, 5091), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091)]",-0.0677225872921926
"[(4501, 4441, 4561), (1860, 1800, 1920), (590, 530, 650), (22, 0, 82), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (376, 316, 436), (4724, 4664, 4784), (22, 0, 82), (2147, 2087, 2207)]",-0.047205122283366124
"[(2550, 2490, 2610), (2550, 2490, 2610), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650), (2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436)]",-0.08907568518710196
"[(2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (1860, 1800, 1920), (2550, 2490, 2610), (5597, 5537, 5657), (5031, 4971, 5091), (5031, 4971, 5091)]",-0.02215167215727365
"[(5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (2867, 2807, 2927), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (2867, 2807, 2927), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927)]",-0.18116123619683705
"[(1860, 1800, 1920), (5597, 5537, 5657), (3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (5031, 4971, 5091), (376, 316, 436), (5031, 4971, 5091), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944)]",-0.01728017084052888
"[(22, 0, 82), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82)]",-0.10114447534006865
"[(4501, 4441, 4561), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82), (22, 0, 82), (376, 316, 436), (1860, 1800, 1920), (376, 316, 436), (22, 0, 82), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.08712168831114667
"[(2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (1860, 1800, 1920), (4724, 4664, 4784), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (2147, 2087, 2207), (5597, 5537, 5657)]",-0.15603748164111175
"[(1860, 1800, 1920), (590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784)]",-0.049165550035122574
"[(4501, 4441, 4561), (4501, 4441, 4561), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.07877995642701527
"[(3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (2550, 2490, 2610), (5597, 5537, 5657), (376, 316, 436), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844)]",-0.026419936698721946
"[(2147, 2087, 2207), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944)]",-0.027537951073962286
"[(2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (4501, 4441, 4561), (5031, 4971, 5091), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82)]",-0.01952069716775598
"[(2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (3884, 3824, 3944)]",-0.031436899234683735
"[(2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927)]",-0.09966450410537109
"[(4724, 4664, 4784), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561)]",-0.10049221659556304
"[(5784, 5724, 5844), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.11932555123216601
"[(2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (4501, 4441, 4561)]",-0.14162212404060823
"[(5031, 4971, 5091), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927)]",-0.13655433187327226
"[(22, 0, 82), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.08120117564673862
"[(5031, 4971, 5091), (590, 530, 650), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944)]",-0.08752523260400469
"[(5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (376, 316, 436), (376, 316, 436), (376, 316, 436), (590, 530, 650), (22, 0, 82), (376, 316, 436)]",-0.03984175528183842
"[(2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.14981205552325808
"[(2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (5031, 4971, 5091), (1860, 1800, 1920), (4724, 4664, 4784)]",-0.020978505841409895
"[(5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650)]",-0.15439508833344295
"[(2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82)]",-0.07215753888300447
"[(5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82)]",-0.09729847494553379
"[(2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436)]",-0.09575186720635417
"[(376, 316, 436), (2550, 2490, 2610), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (4501, 4441, 4561), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.04222088630258025
"[(5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (1860, 1800, 1920), (5784, 5724, 5844), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.09040919875151124
"[(2867, 2807, 2927), (4501, 4441, 4561), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (5031, 4971, 5091), (4501, 4441, 4561), (4501, 4441, 4561)]",-0.04440709729084835
"[(22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920), (376, 316, 436)]",-0.061591023347047524
"[(376, 316, 436), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844)]",-0.05486283028928243
"[(4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610)]",-0.09951864086833406
"[(5031, 4971, 5091), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (2147, 2087, 2207)]",-0.09110045155805105
"[(2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (22, 0, 82)]",-0.09496571606049264
"[(1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (5597, 5537, 5657), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091)]",-0.12790286858310762
"[(4724, 4664, 4784), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (2550, 2490, 2610)]",-0.08974083225145693
"[(2147, 2087, 2207), (5031, 4971, 5091), (1860, 1800, 1920), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (2147, 2087, 2207), (4501, 4441, 4561), (376, 316, 436), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82)]",-0.09318581815575502
"[(4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (2147, 2087, 2207)]",-0.1373997205176011
"[(376, 316, 436), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (3884, 3824, 3944), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.15441510245363102
"[(5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (2867, 2807, 2927)]",-0.0832022285287427
"[(590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (4501, 4441, 4561), (2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (4501, 4441, 4561)]",-0.18157531141061395
"[(4724, 4664, 4784), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207)]",-0.0802568619962572
"[(2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2550, 2490, 2610), (5031, 4971, 5091), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844)]",-0.10464799551107795
"[(22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82)]",-0.0494253195433062
"[(5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.05095176330469714
"[(3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (5031, 4971, 5091), (2867, 2807, 2927), (22, 0, 82), (3884, 3824, 3944), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561)]",-0.08031222259789564
"[(2867, 2807, 2927), (4724, 4664, 4784), (2550, 2490, 2610), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (3884, 3824, 3944)]",-0.09095180025655539
"[(376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784)]",-0.06445537706210708
"[(2147, 2087, 2207), (1860, 1800, 1920), (4501, 4441, 4561), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.0728554879375149
"[(376, 316, 436), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650)]",-0.10049221659556304
"[(5784, 5724, 5844), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (1860, 1800, 1920), (2147, 2087, 2207), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (4501, 4441, 4561)]",-0.03707921541144704
"[(2867, 2807, 2927), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.10941176470588235
"[(2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.0917384067723721
"[(22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561)]",-0.08861574514489895
"[(5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (2550, 2490, 2610), (590, 530, 650)]",-0.09102018126031258
"[(590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561), (590, 530, 650)]",-0.07555837038722935
"[(376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (5784, 5724, 5844)]",-0.13552351360475567
