resample,delta_f1
1153,-0.14944402040484
1154,-0.12449735449735444
1155,-0.08871622349659389
1156,-0.12234361277502645
1157,-0.15900566800739802
1158,-0.07257726585469734
1159,-0.11567363111601581
1160,-0.12303420472104581
1161,-0.14900742103037654
1162,-0.08360864669562101
1163,-0.10241286311325223
1164,-0.13668168066245834
1165,-0.17101501788320317
1166,-0.09828429046516185
1167,-0.09115338809661955
1168,-0.10420776669342843
1169,-0.10025453685048288
1170,-0.09550972537431643
1171,-0.15613662594386912
1172,-0.1440149973032691
1173,-0.1841681477890882
1174,-0.07805993074728051
1175,-0.1151712838332711
1176,-0.14953139909735652
1177,-0.12079805822403528
1178,-0.0868903544569295
1179,-0.15227436804149966
1180,-0.11202682726700947
1181,-0.12866734689401085
1182,-0.05499239021571298
1183,-0.08062169312169312
1184,-0.06933735917542933
1185,-0.11470625684382085
1186,-0.10683448686694602
1187,-0.15890563836525998
1188,-0.17012272782439963
1189,-0.12294667579590132
1190,-0.12248043828128535
1191,-0.07049905952039975
1192,-0.1365072600529664
1193,-0.10660207987534298
1194,-0.19744188089508927
1195,-0.1291266695780427
1196,-0.05274433402388207
1197,-0.1723763931483282
1198,-0.14776874805557458
1199,-0.1706516189235347
1200,-0.10890233215739237
1201,-0.0961022415324804
1202,-0.17722520848100484
1203,-0.10903115907892491
1204,-0.1619444510973263
1205,-0.13434519605440798
1206,-0.044301382365771275
1207,-0.1126255054130954
1208,-0.07667064439140814
1209,-0.07764085692167882
1210,-0.08856131081195018
1211,-0.13928922683155912
1212,-0.11162427732698643
1213,-0.15561463509440632
1214,-0.14225899753828358
1215,-0.1722152506089909
1216,-0.06719613145839907
1217,-0.1161882188915998
1218,-0.09797346729102788
1219,-0.09521841192080016
1220,-0.09518918513099275
1221,-0.1100240714350525
1222,-0.038623798832019496
1223,-0.08712454491626764
1224,-0.14445092451454702
1225,-0.20752662606458536
1226,-0.0664625101513088
1227,-0.11153201147359679
1228,-0.10597655092003311
1229,-0.18056420379521562
1230,-0.12471514660454741
1231,-0.14591039455765234
1232,-0.14126299572269954
1233,-0.11903159742539493
1234,-0.10178533704304682
1235,-0.08918423633525646
1236,-0.16831287559135658
1237,-0.12279354701353645
1238,-0.04751519793728792
1239,-0.03326550035464254
1240,-0.1380424620602687
1241,-0.11816132149266093
1242,-0.11783491417358694
1243,-0.21019348799296214
1244,-0.10454557403710843
1245,-0.09112408681277662
1246,-0.11973275745714673
1247,-0.09691089428999439
1248,-0.1808731835203131
1249,-0.13094856335447824
1250,-0.10393958680695503
1251,-0.1061754821472713
1252,-0.14919908466819223
1253,-0.1318844898794688
1254,-0.1165297954129223
1255,-0.09059003325320825
1256,-0.1580277105337854
1257,-0.13068162502124764
1258,-0.10054290683009559
1259,-0.14358628620685487
1260,-0.12101161824424966
1261,-0.05333589472673131
1262,-0.10404347372658257
1263,-0.0925558102028689
1264,-0.08697714549006069
1265,-0.11520684802456355
1266,-0.11136770294354759
1267,-0.13251783806216694
1268,-0.17676987514533615
1269,-0.10640360109650301
1270,-0.11312134857945086
1271,-0.0981653383341147
1272,-0.12732299958106408
1273,-0.06919932411361024
1274,-0.1049575954287606
1275,-0.08804664723032066
1276,-0.14146635760327692
1277,-0.13811619273990391
1278,-0.08930543151741505
1279,-0.15930321319325838
1280,-0.06449811531481225
1281,-0.1720083890832826
1282,-0.09659011721976751
1283,-0.1736806361281559
1284,-0.09159563885313171
1285,-0.14525298277353377
1286,-0.10422656681178896
1287,-0.1310029848599273
1288,-0.16707908115131026
1289,-0.09567591947808335
1290,-0.17679436705027252
1291,-0.13551749338592672
1292,-0.06071793984442003
1293,-0.125209542889852
1294,-0.1904845682013794
1295,-0.11790843228975906
1296,-0.10636180374590767
1297,-0.13872111344537816
1298,-0.057314315227562584
1299,-0.12460629930262335
1300,-0.1245999602938257
1301,-0.1024771336527128
1302,-0.08290554747635681
1303,-0.15186281162862522
1304,-0.07485304741888871
1305,-0.19146421259260823
1306,-0.0838071062223959
1307,-0.12179925316392323
1308,-0.18465892814172272
1309,-0.13965783800266413
1310,-0.12071776952755331
1311,-0.1769544609416916
1312,-0.16131347002462634
1313,-0.11773320664298106
1314,-0.08037179220109317
1315,-0.13038122570119254
1316,-0.11551339733486182
1317,-0.12229746093427496
1318,-0.1314331813777903
1319,-0.13844831188800258
1320,-0.12639379861872013
1321,-0.19409373301495306
1322,-0.16207269334767463
1323,-0.06735865872372357
1324,-0.1382726212526583
1325,-0.0602572297117584
1326,-0.13768874296756092
1327,-0.15538131836327806
1328,-0.06706055054775742
1329,-0.12406488706503299
1330,-0.06153050989389863
1331,-0.11008685006394056
1332,-0.1259083800507856
1333,-0.17443416309113188
1334,-0.06651627294858409
1335,-0.12530333511836708
1336,-0.1505405681934449
1337,-0.21354052344564678
1338,-0.15611600114345695
1339,-0.07782537888716531
1340,-0.08459465822291462
1341,-0.1627103573730107
1342,-0.12842686534314238
1343,-0.14196428749543666
1344,-0.1601961359939699
1345,-0.09366836830513398
1346,-0.06060279727594087
1347,-0.13666196189131968
1348,-0.12540764125047818
1349,-0.08732516342426658
1350,-0.08507443711303508
1351,-0.11230455796524738
1352,-0.11220857322996128
1353,-0.058845321973434284
1354,-0.20218545525365475
1355,-0.06048143794822691
1356,-0.10144284938805492
1357,-0.05057333353669316
1358,-0.1340007913496404
1359,-0.1447726052741901
1360,-0.0976770296953037
1361,-0.11339205058717255
1362,-0.16749310693237157
1363,-0.129499307030763
1364,-0.09441587758917386
1365,-0.07922915590780219
1366,-0.08281127176129124
1367,-0.15300890570790532
1368,-0.12991279129197975
1369,-0.1747853704695946
1370,-0.12908599317187178
1371,-0.11418980831587619
1372,-0.09893609408172516
1373,-0.11537534850101538
1374,-0.1741616283910979
1375,-0.15402566641427382
1376,-0.14033859184132547
1377,-0.10149407886359452
1378,-0.09371409822825705
1379,-0.07998651789192562
1380,-0.08711600570827704
1381,-0.11824769085837344
1382,-0.07355319608873404
1383,-0.1008017449015936
1384,-0.11598882614441902
1385,-0.16755169536638867
1386,-0.15676236662966453
1387,-0.12904585081265646
1388,-0.15492689549244826
1389,-0.04267129969722053
1390,-0.075028257559481
1391,-0.08689993296570483
1392,-0.20663174128212894
1393,-0.10754586812512926
1394,-0.1297092511906767
1395,-0.17467521590077933
1396,-0.14863083164300203
1397,-0.13726131046987974
1398,-0.20364596469296722
1399,-0.09352936725144725
1400,-0.1474409314394974
1401,-0.05446794496487117
1402,-0.12798760042652496
1403,-0.16794401014735905
1404,-0.13851442162340996
1405,-0.1745590453719104
1406,-0.051313072412103616
1407,-0.22573213888841404
1408,-0.14622128449562075
1409,-0.08909198507740518
1410,-0.13127978592138334
1411,-0.09717229177673206
1412,-0.10736589059913351
1413,-0.0873983199090117
1414,-0.1027817082378919
1415,-0.11959080119670651
1416,-0.10459289029977342
1417,-0.02793997307940238
1418,-0.17711921648091863
1419,-0.2349822520501074
1420,-0.1280091917128684
1421,-0.1243827882033735
1422,-0.17165221454258964
1423,-0.21891307748545008
1424,-0.16201111041196617
1425,-0.0940060535057557
1426,-0.1604873077031734
1427,-0.12928827343601978
1428,-0.11844662112433255
1429,-0.11147833742061247
1430,-0.052005770226766
1431,-0.11533259480418592
1432,-0.14692058533661465
1433,-0.08908464098239988
1434,-0.08387072948609953
1435,-0.12771799802054762
1436,-0.10393120393120397
1437,-0.1491563468964599
1438,-0.1322801454344981
1439,-0.18690846972141456
1440,-0.09343248532289633
1441,-0.11755843065144478
1442,-0.07767313999537297
1443,-0.09107826243171624
1444,-0.07689404985477494
1445,-0.10158435180005498
1446,-0.18296433685552269
1447,-0.16151478855522627
1448,-0.08927386050555419
1449,-0.05983501800859761
1450,-0.06256203454984602
1451,-0.11923415463828829
1452,-0.23443196528158472
1453,-0.10150707991235963
1454,-0.132902745000621
1455,-0.17877087984590656
1456,-0.11529256346280659
1457,-0.008120482986620492
1458,-0.07585100316929894
1459,-0.08266389685146291
1460,-0.13404606692742282
1461,-0.1208258069578276
1462,-0.17096556086283232
1463,-0.1502228738190332
1464,-0.10888356978105901
1465,-0.13133923939757294
1466,-0.1365679728225854
1467,-0.15468394983031003
1468,-0.12121212121212119
1469,-0.16421781899245044
1470,-0.07186784675847524
1471,-0.10423359748697081
1472,-0.140483378356926
1473,-0.10274795651544064
1474,-0.07377645372530284
1475,-0.1480006355501548
1476,-0.12490814837183553
1477,-0.0765520069525698
1478,-0.04751011070713665
1479,-0.11672528649670616
1480,-0.1024495572957426
1481,-0.1706487101473897
1482,-0.11672684952690687
1483,-0.141851865670095
1484,-0.1424281635466041
1485,-0.11267183884578741
1486,-0.06981175119831157
1487,-0.13922555083525004
1488,-0.27551060548841894
1489,-0.16082447245624942
1490,-0.16644238856181662
1491,-0.09805146071593329
1492,-0.09030214424951274
1493,-0.05962091722631885
1494,-0.10783778552071244
1495,-0.06205575600226537
1496,-0.08093688344734762
1497,-0.15526417406779375
1498,-0.18558315098216
1499,-0.07889220605983616
1500,-0.1608665249626059
1501,-0.047100517874578085
1502,-0.057495779283226134
1503,-0.08088264819753663
1504,-0.0810706059611434
1505,-0.09613634042477609
1506,-0.08189623675557178
1507,-0.096606714906527
1508,-0.10333101507407647
1509,-0.18939527858648614
1510,-0.09967971190005742
1511,-0.15346630394141383
1512,-0.1831779331779332
1513,-0.1511808704704524
1514,-0.15014239210059774
1515,-0.11099090462373962
1516,-0.10825660260817285
1517,-0.09010645343769313
1518,-0.1297222033531284
1519,-0.09878274595967801
1520,-0.07286256550626988
1521,-0.07306446743694589
1522,-0.12990818744484375
1523,-0.04244409459482329
1524,-0.1203140219451044
1525,-0.1405189017469285
1526,-0.14760775316452684
1527,-0.12407941126196415
1528,-0.1405362417632356
1529,-0.13559801984636694
1530,-0.09328409786536597
1531,-0.1373243128204112
1532,-0.12025104453014568
1533,-0.10159272702114414
1534,-0.10493189932909841
1535,-0.21754810765161758
1536,-0.09036050894417413
1537,-0.06068793677366613
1538,-0.17667032136006935
1539,-0.036305451561618546
1540,-0.11395121629928862
1541,-0.12291476933128714
1542,-0.08820031883867957
1543,-0.1699939254404056
1544,-0.13379860301045565
1545,-0.153399016632146
1546,-0.14037244943419766
1547,-0.14760269457058992
1548,-0.08652473163515767
1549,-0.15749779735682815
1550,-0.14421706157325062
1551,-0.1204199918166676
1552,-0.09707774657543278
1553,-0.10525562800514132
1554,-0.12628279472959605
1555,-0.09014441257473921
1556,-0.10097907340699402
1557,-0.1041405341463345
1558,-0.12834972005821108
1559,-0.10119340498965687
1560,-0.11661360939737059
1561,-0.06299608719955282
1562,-0.1155173532618814
1563,-0.09400895282374006
1564,-0.12805437266169584
1565,-0.12541364877252717
1566,-0.1267490710328124
1567,-0.13751200770671285
1568,-0.09067217697276428
1569,-0.1599625841548819
1570,-0.10775109012781409
1571,-0.10101910421059357
1572,-0.10511275697452016
1573,-0.1684855233853007
1574,-0.16430310130826686
1575,-0.1403071654178769
1576,-0.15331417049208462
1577,-0.1289251422934643
1578,-0.05484044167425359
1579,-0.15243043344114168
1580,-0.10257691952064871
1581,-0.0901549568082898
1582,-0.15623770169224713
1583,-0.12090240071439395
1584,-0.17112653636078515
1585,-0.06969336171001483
1586,-0.13944307709109
1587,-0.1644090280534914
1588,-0.12156007077997072
1589,-0.08976845574226333
1590,-0.07818256725514774
1591,-0.148865187337648
1592,-0.13225764464154555
1593,-0.13285273745903095
1594,-0.09399542018256529
1595,-0.059544129420116915
1596,-0.16497956766785438
1597,-0.11785628061797693
1598,-0.06704238607120425
1599,-0.10924666895716353
1600,-0.16823951420179473
1601,-0.1163086339101525
1602,-0.11178595705042677
1603,-0.16571529800803078
1604,-0.13149397690110526
1605,-0.08379013737355645
1606,-0.061360834788983715
1607,-0.13607524640095336
1608,-0.18149142376061927
1609,-0.13690548270782685
1610,-0.17364394118625087
1611,-0.1363602628273896
1612,-0.09365749573817134
1613,-0.14647033066831006
1614,-0.08845805779855118
1615,-0.08715815388673503
1616,-0.1210188423195365
1617,-0.11129432440814643
1618,-0.15568008953757592
1619,-0.12281276408239844
1620,-0.08326988703337979
1621,-0.12045683542583446
1622,-0.11531501877202716
1623,-0.07547336991229744
1624,-0.24146677743800046
1625,-0.18664765943018402
1626,-0.07468056439792126
1627,-0.12089442368171169
1628,-0.09023907253642491
1629,-0.1450894584125409
1630,-0.10671305069898451
1631,-0.08487324728387038
1632,-0.11833839849518435
1633,-0.08721432693660475
1634,-0.16890566323297102
1635,-0.12802099957791047
1636,-0.18222662199208045
1637,-0.08021157169445095
1638,-0.09177690165697117
1639,-0.13805994077594821
1640,-0.1780253467607373
1641,-0.06192628446931614
1642,-0.1492166550595255
1643,-0.11768087773288333
1644,-0.19028120466249315
1645,-0.1240374473849726
1646,-0.15766474021191001
1647,-0.20308743925957332
1648,-0.11561372683829459
1649,-0.19415360341746402
1650,-0.13721782532147117
1651,-0.1290015723125416
1652,-0.10583298196221128
1653,-0.15233898000861174
1654,-0.18589803241108435
1655,-0.15382847753368303
1656,-0.1347242921013413
1657,-0.17769029807041034
1658,-0.08429556787602505
1659,-0.08106722127917701
1660,-0.14841985054384216
1661,-0.09868803291010941
1662,-0.11858289002632993
1663,-0.12404988726615346
1664,-0.13921454906996975
1665,-0.0810465512256241
1666,-0.103192800488553
1667,-0.12443105054381018
1668,-0.11528381604459378
1669,-0.21675696748863435
1670,-0.07140952923764257
1671,-0.10803421044669242
1672,-0.1241888798930387
1673,-0.19264355454903603
1674,-0.11206568838944453
1675,-0.05404986387194838
1676,-0.07912370968204177
1677,-0.07917052851677142
1678,-0.11453677479311417
1679,-0.10892134644819118
1680,-0.10437487457354999
1681,-0.01723445912873217
1682,-0.12251127924635713
1683,-0.09512809905408928
1684,-0.06440382239099643
1685,-0.09433344014554024
1686,-0.11739670953062428
1687,-0.07357028511808988
1688,-0.1350867268703655
1689,-0.10453160127022854
1690,-0.10996926779996133
1691,-0.14494851994851995
1692,-0.145538356086137
1693,-0.16336103314805647
1694,-0.09897617375749657
1695,-0.1388106966924701
1696,-0.17522165620064606
1697,-0.11767786866964522
1698,-0.15768197346553559
1699,-0.1174234988614567
1700,-0.07012750455373407
1701,-0.08312597366929297
1702,-0.12231085936443362
1703,-0.13151075910760207
1704,-0.1674616090647177
1705,-0.19703136193536736
1706,-0.12377792873060325
1707,-0.07646019445716112
1708,-0.14135264031093303
1709,-0.11302491762459149
1710,-0.08749398078921355
1711,-0.09878404155195755
1712,-0.11424432635252729
1713,-0.10755972503573852
1714,-0.07949283974513982
1715,-0.12401610655782674
1716,-0.08537874619316271
1717,-0.12662916931264928
1718,-0.11220589162934463
1719,-0.150302198997467
1720,-0.1520364998791395
1721,-0.1364662479033944
1722,-0.1834354194407457
1723,-0.14270510371463327
1724,-0.06472375393983038
1725,-0.0654771315640881
1726,-0.10323833232988106
1727,-0.15511843586141916
1728,-0.1568398955625723
1729,-0.07446097140958119
1730,-0.10504259387869838
1731,-0.16274855498630408
1732,-0.09545899780636163
1733,-0.09100626049778593
1734,-0.13316248599286967
1735,-0.10232558139534881
1736,-0.17690906692151998
1737,-0.1421347389227475
1738,-0.08902311091331017
1739,-0.11966611344052627
1740,-0.08291067084391857
1741,-0.12093275473202314
1742,-0.18151670978782605
1743,-0.050147920767853404
1744,-0.11057392620736736
1745,-0.061215794527124334
1746,-0.11551008386082101
1747,-0.12016518813092686
1748,-0.1770190283769255
1749,-0.05443153629475117
1750,-0.14758614439381731
1751,-0.048857442540378104
1752,-0.13018595252711274
1753,-0.0731830281519723
1754,-0.10281786396043965
1755,-0.10858178798040646
1756,-0.11685065426047661
1757,-0.09554174094558973
1758,-0.029596569289154495
1759,-0.12850411682305174
1760,-0.13498035481414117
1761,-0.09891598789229292
1762,-0.11809983462394727
1763,-0.10499838840990061
1764,-0.08986923594642046
1765,-0.10782687707659383
1766,-0.08216394784057648
1767,-0.09749430079447408
1768,-0.14414833828241658
1769,-0.12347607762448026
1770,-0.0982898143052244
1771,-0.10992088553446597
1772,-0.06330794808283913
1773,-0.13697399527186763
1774,-0.07201405152224827
1775,-0.13030184949436557
1776,-0.09255846431389403
1777,-0.14196633232128944
1778,-0.08744386397278064
1779,-0.1271498488758765
1780,-0.1379847396504133
1781,-0.13026974514529588
1782,-0.12422985997454085
1783,-0.15528630557111653
1784,-0.05458172202851841
1785,-0.12138782629296871
1786,-0.13648894231495404
1787,-0.08625363210530027
1788,-0.16037803141438645
1789,-0.17791812865497073
1790,-0.13776540414856517
1791,-0.10370584818154976
1792,-0.11377173799492402
1793,-0.11045606593811574
1794,-0.10996534483214732
1795,-0.11921439575585491
1796,-0.10663817713920595
1797,-0.08762837958107886
1798,-0.09496251849840498
1799,-0.10735868931235909
1800,-0.08616917200486604
1801,-0.13599909008441688
1802,-0.08310537251987826
1803,-0.16934576134368173
1804,-0.11199013779549544
1805,-0.07307823287204734
1806,-0.2025414762086037
1807,-0.01450386637223744
1808,-0.12309236152373401
1809,-0.117078814468218
1810,-0.07793410134491069
1811,-0.09910547165344036
1812,-0.1419386200678859
1813,-0.10300126635467965
1814,-0.11734928670041414
1815,-0.0918437168425954
1816,-0.15654678960407079
1817,-0.13609312857433162
1818,-0.15579378265181712
1819,-0.15793461215952867
1820,-0.14330441221447776
1821,-0.17945643738636718
1822,-0.1982844619907245
1823,-0.1798449301248988
1824,-0.18235453178077102
1825,-0.10843670176599218
1826,-0.14163672000208122
1827,-0.12557536144974318
1828,-0.10617857342245329
1829,-0.10496135469807899
1830,-0.09976118495343711
1831,-0.2003661556115108
1832,-0.12293985605552923
1833,-0.16279544157928094
1834,-0.08974530950444859
1835,-0.16208470862260996
1836,-0.22035183012358386
1837,-0.08235364384761637
1838,-0.09842430637433996
1839,-0.10454352239621545
1840,-0.09194411941991987
1841,-0.11260904133212393
1842,-0.07924299287112599
1843,-0.1438969270332753
1844,-0.16978237825029613
1845,-0.07851863096777578
1846,-0.10737609049670582
1847,-0.09375121285972579
1848,-0.0970575316441005
1849,-0.09599389629657468
1850,-0.10167021091426454
1851,-0.08811788261794523
1852,-0.1794102897309027
1853,-0.10146875438948258
1854,-0.1308068058206596
1855,-0.11146335911117228
1856,-0.08100862713130905
1857,-0.1803661679552833
1858,-0.09051940099092581
1859,-0.16919959473150964
1860,-0.15102136720692474
1861,-0.09550081928075677
1862,-0.0898080325458355
1863,-0.13853227950074773
1864,-0.1546571708702007
1865,-0.10841493508372363
1866,-0.07265879051317181
1867,-0.16822476269850173
1868,-0.14269734323098232
1869,-0.07491086436102479
1870,-0.05977175861774575
1871,-0.22120919164125827
1872,-0.10176578864039851
1873,-0.15524190648775363
1874,-0.1989316540051519
1875,-0.09555653431983366
1876,-0.1151108390112543
1877,-0.10970164907058744
1878,-0.12289199856476499
1879,-0.18648120425815035
1880,-0.16207115666450073
1881,-0.06465999079003912
1882,-0.046448080914100354
1883,-0.1745384790246743
1884,-0.09505975751822926
1885,-0.16641973746416894
1886,-0.11354886406024228
1887,-0.10210870223336391
1888,-0.09267029937108384
1889,-0.16825108035422282
1890,-0.13178872933007776
1891,-0.10693695717280621
1892,-0.08004183984226754
1893,-0.12562023956259283
1894,-0.09953417515454172
1895,-0.1302800701613135
1896,-0.07049323794558479
1897,-0.0776737386906878
1898,-0.0842763256423299
1899,-0.06038028452037497
1900,-0.10398032200357779
1901,-0.060803555297322176
1902,-0.049741242889525694
1903,-0.15102864190403714
1904,-0.10458372040412592
1905,-0.10237104233673702
1906,-0.1185059363699505
1907,-0.21332702004043919
1908,-0.14434550531137663
1909,-0.1413561571000391
1910,-0.09917618154380495
1911,-0.11600724680030389
1912,-0.04356841479739132
1913,-0.06990140221524352
1914,-0.08628355278684405
1915,-0.10498543160439539
1916,-0.1497142414925049
1917,-0.16965491372843208
1918,-0.10279266889331728
1919,-0.08525735737068724
1920,-0.13446409956044664
1921,-0.06105795816108728
1922,-0.0779531752425088
1923,-0.10424410248785804
1924,-0.1036615065549174
1925,-0.08937641554310707
1926,-0.13511964396723314
1927,-0.11969362848910281
1928,-0.1817857403943944
1929,-0.08195876181830994
1930,-0.10863462327478626
1931,-0.14315468512548807
1932,-0.13521028849496006
1933,-0.18405518160899764
1934,-0.14510146700345863
1935,-0.09886780468540926
1936,-0.08434310048686039
1937,-0.10921653607825993
1938,-0.11760567266306146
1939,-0.14521376618596085
1940,-0.08278723498566501
1941,-0.16135368750947784
1942,-0.11689151588984636
1943,-0.12512156968379717
1944,-0.0907183579554125
1945,-0.13578000620283268
1946,-0.18494281890785313
1947,-0.11231689051788168
1948,-0.14171619399324892
1949,-0.06978050414831383
1950,-0.11679704266460642
1951,-0.07881113528321651
1952,-0.11932251268256006
1953,-0.12790598933620165
1954,-0.08558185637611868
1955,-0.13023744458914333
1956,-0.08165782113677905
1957,-0.1570811548079109
1958,-0.0726753518235097
1959,-0.14663861150184263
1960,-0.11483120681185677
1961,-0.12702196015177758
1962,-0.1306439919043447
1963,-0.13215787018704353
1964,-0.15674430112455376
1965,-0.1099393894112832
1966,-0.11015247753328461
1967,-0.19559909051276914
1968,-0.1044940375059219
1969,-0.11134307793955472
1970,-0.11746263705528176
1971,-0.1782370274298326
1972,-0.09984950318950625
1973,-0.07665148825602638
1974,-0.13812040441176476
1975,-0.10633471575274056
1976,-0.10111402167668049
1977,-0.06879578754578755
1978,-0.1504525364974169
1979,-0.18677988572871618
1980,-0.09007386226571895
1981,-0.10964621828159596
1982,-0.09582548747234657
1983,-0.09701649492963921
1984,-0.060226726874945014
1985,-0.09692277896873897
1986,-0.09235681833997755
1987,-0.16014141023746464
1988,-0.127134048084567
1989,-0.15616664883673279
1990,-0.08962200534323711
1991,-0.04442027789281838
1992,-0.1304281809899787
1993,-0.21604738881283575
1994,-0.09156953198403983
1995,-0.1690355780113437
1996,-0.09369981440656594
1997,-0.1226675257731959
1998,-0.07734162456276719
1999,-0.1068585631427186
