resample,delta_f1
354,-0.1707299338933873
355,-0.1313983520689997
356,-0.10192239176871898
357,-0.06442592166220606
358,-0.1089183339815335
359,-0.09938192067755783
360,-0.045568812812629145
361,-0.15432196078318972
362,-0.07924573831807921
363,-0.2021935492201933
364,-0.1956441770278743
365,-0.10307215191658531
366,-0.11754065871842462
367,-0.10071199218204657
368,-0.04350708119427921
369,-0.07381806824193832
370,-0.09981384861435202
371,-0.16497822802808143
372,-0.12785848967497965
373,-0.1498673245456762
374,-0.10077514461929524
375,-0.09143753946014851
376,-0.16940068430641791
377,-0.17344930991098367
378,-0.05939566342253863
379,-0.11829341448783415
380,-0.14788199315130796
381,-0.10613932020493189
382,-0.08301794059869114
383,-0.09369539419970702
384,-0.1160938452562783
385,-0.14526940122920104
386,-0.18057826844846453
387,-0.09990350344741716
388,-0.07473439452630887
389,-0.06246332416695177
390,-0.1673776956109662
391,-0.11099240727928969
392,-0.1603209608600444
393,-0.14477285166940335
394,-0.13597010007840807
395,-0.07492041511203967
396,-0.16784283485249202
397,-0.07461400895690845
398,-0.07367975312857336
399,-0.02665470346005716
400,-0.06997117782311604
401,-0.06524052906683775
402,-0.12643020026063206
403,-0.1221063020669357
404,-0.07440010969422728
405,-0.07781379950675582
406,-0.20375893010987844
407,-0.09100231258589903
408,-0.18514213148383316
409,-0.08388463547323688
410,-0.15661842098233128
411,-0.052231870606192415
412,-0.09461945318318526
413,-0.11675765308472516
414,-0.13786749891939012
415,-0.13314537835167453
416,-0.13562070440015433
417,-0.17331079417701992
418,-0.1644881427700238
419,-0.12743462106128817
420,-0.09910760330549023
421,-0.20278071714641624
422,-0.159200496750932
423,-0.1165192619828414
424,-0.09094883832911999
425,-0.07335349986890738
426,-0.09846659305738831
427,-0.13714856914377105
428,-0.09790578086406965
429,-0.1871880627733471
430,-0.13191177858515485
431,-0.06696406430448984
432,-0.12295987077766415
433,-0.15397794666783818
434,-0.08742659116944612
435,-0.14933436546623804
436,-0.12698398693387136
437,-0.12865938430983115
438,-0.10644626845817018
439,-0.08094243361587597
440,-0.06708338486098775
441,-0.09386052745624335
442,-0.08528743419943355
443,-0.14885278885686468
444,-0.04847237520470388
445,-0.13450571818772655
446,-0.07792693769455797
447,-0.1549004326677595
448,-0.1388316417563384
449,-0.14271010415684462
450,-0.11469528632664208
451,-0.15186251190501507
452,-0.14811547556304624
453,-0.09102282969878783
454,-0.19833727443398141
455,-0.12197499470226739
456,-0.10197785259600872
457,-0.10535165248786985
458,-0.14135398980510594
459,-0.09531290019636302
460,-0.13271168958824742
461,-0.1351352968144054
462,-0.1693500037799174
463,-0.16035657447439233
464,-0.07856286157753634
465,-0.16571552518581043
466,-0.12444296998005092
467,-0.10655822013373167
468,-0.09973822676762562
469,-0.15421823656012168
470,-0.19336514883012043
471,-0.1116336103653372
472,-0.04016445287792536
473,-0.1134626222443228
474,-0.06095950704225356
475,-0.10356114733629299
476,-0.11915955897649261
477,-0.11670996189113542
478,-0.07878068564330726
479,-0.06601354461174305
480,-0.07130653044353502
481,-0.10366935811634645
482,-0.12403878042464558
483,-0.0827226848541236
484,-0.13812527053485332
485,-0.13299482735627685
486,-0.20718899026911938
487,-0.13189981449255384
488,-0.1591848288454749
489,-0.102616894541351
490,-0.08221369631955733
491,-0.14818028675812261
492,-0.1508147987021226
493,-0.1407118646027436
494,-0.06966108607340274
495,-0.07006544212752708
496,-0.13392157938031266
