date,price,log_return,rolling_volatility,return_zscore,signal
2000-03-15,86.78134155273438,-0.04281309660961785,0.0285498623546419,-1.2271618993735705,-0.25827396947313047
2000-03-16,91.7372817993164,0.05553721984580484,0.030971566541767755,1.4484184005116578,0.32674375998776434
2000-03-17,93.47710418701172,0.01878767196742359,0.030911490412891856,0.3891646761654081,0.09650021834066098
2000-03-20,90.84104919433594,-0.02860526421635079,0.030392740323913023,-1.0197281759654904,-0.20913044520409957
2000-03-21,94.2679443359375,0.03702993195202531,0.031246379584325478,1.081954801584018,0.2442798401681139
2000-03-22,96.16598510742188,0.019934510945438966,0.029357266803110123,0.522963210746528,0.12336707766295811
2000-03-23,97.85311889648438,0.017391857611824157,0.029250533811998023,0.40710915250079127,0.09889291944966974
2000-03-24,99.1711196899414,0.013379272150206845,0.02858075203176287,0.2471900233903737,0.06470186636270703
2000-03-27,99.32931518554688,0.0015939061211280858,0.028557874202420005,-0.12567515327497195,-0.015770715333704347
2000-03-28,96.79865264892578,-0.025807670597306043,0.029010163025397863,-1.064925940646393,-0.21718597452031224
2000-03-29,92.79171752929688,-0.042275690222425055,0.030734939879507563,-1.574704867066133,-0.3268583365605869
2000-03-30,90.4719696044922,-0.025317310444121333,0.030817008303415456,-0.9494346195976829,-0.19330047665057262
2000-03-31,92.36994934082033,0.020761627563723906,0.02853835223311613,0.6170575624425019,0.14235383194029716
2000-04-03,86.83406829833984,-0.06180266558892544,0.03153198201996886,-2.075327087718947,-0.43650715573226145
2000-04-04,85.99050903320312,-0.00976210649350584,0.0314555868516631,-0.40202633225007983,-0.07584964364126996
2000-04-05,84.46156311035156,-0.017940373641692098,0.03144934064171427,-0.654569607347033,-0.13044930609773836
2000-04-06,86.46499633789062,0.023443108981562766,0.030895142430078924,0.7087324953127652,0.1627365962823581
2000-04-07,89.94471740722656,0.039455565145773086,0.0325104153191848,1.2232166894865202,0.274124245065946
2000-04-10,84.46156311035156,-0.06289867412733585,0.03479859615623002,-2.1943800044106587,-0.45988575909893065
2000-04-11,82.45813751220703,-0.024005815979657896,0.03425989095858662,-0.8647323495209686,-0.17467141060644667
2000-04-12,77.60763549804688,-0.060624922520970514,0.035511555865331175,-1.9674065255325859,-0.4131402996074031
2000-04-13,74.23339080810547,-0.044451758102321826,0.033430912698697704,-1.3808793722055404,-0.28837247968265967
2000-04-14,67.80123138427734,-0.09063370304829732,0.037120798363031705,-2.6084365877799507,-0.5558679295712293
2000-04-17,75.60417938232422,0.10893120770101117,0.04628279560469832,2.9930990823163306,0.6669702589951811
2000-04-18,77.60763549804688,0.026154253449607978,0.04577236822804702,0.7421672708193161,0.1752422913570813
2000-04-19,75.235107421875,-0.03104784191437293,0.045452246002326946,-0.7674533306539841,-0.15537891328728523
2000-04-20,73.60071563720703,-0.021963227008482633,0.044949498663893785,-0.5311409289044781,-0.10372494968596879
2000-04-24,71.49182891845703,-0.029071586710510466,0.04457736312238723,-0.6949471857604803,-0.14015202157063514
2000-04-25,76.31588745117188,0.06529797778163093,0.04806731166331815,1.7895435219122566,0.40497788677226226
2000-04-26,73.7061996459961,-0.03479422440581281,0.048233302311294586,-0.8486237438511002,-0.17265187027973808
2000-04-27,76.97493743896484,0.0433929653808951,0.0493463609421754,1.1797439411662436,0.27244917920634887
2000-04-28,79.92739868164062,0.03763882508662064,0.05027307177544145,0.9974738212580381,0.23339609832755037
2000-05-01,80.66552734375,0.009192607399024944,0.05001244846525692,0.2714241853800369,0.07388487531509692
2000-05-02,76.02597045898438,-0.05923631507091809,0.04986691174503019,-1.4638713032442903,-0.3074323446608081
2000-05-03,75.18238830566406,-0.01115799301593956,0.049872478870674274,-0.23187279574900185,-0.036991811996567876
2000-05-04,75.340576171875,0.002101844392929486,0.04983641765301838,0.13515928797904048,0.04303370508817835
2000-05-05,77.13311004638672,0.023513781412376034,0.04983859627861076,0.6906044031571568,0.1648293502212026
2000-05-08,74.12793731689453,-0.03974014820185978,0.049203282333282694,-0.939210591884223,-0.1929512077777897
2000-05-09,72.54625701904297,-0.021568096811348525,0.04769484708893795,-0.4579816458379743,-0.08807192344658774
2000-05-10,67.27397918701172,-0.07545086349291363,0.04995948795149348,-1.7474022822605701,-0.37221804181312285
2000-05-11,71.38636779785156,0.059333401152311005,0.050778149055850506,1.5700794622943386,0.3589160377517784
2000-05-12,71.38636779785156,0.0,0.04988759219505088,0.10645052520448842,0.03625638269941295
2000-05-15,74.49698638916016,0.042651749499469815,0.04618290837323293,1.167988824673562,0.2687785121964172
2000-05-16,76.60588073730469,0.027915172412068756,0.03965139130339227,0.7892900978133376,0.1837110231597196
2000-05-17,75.02425384521484,-0.020862399965555944,0.039453486891105026,-0.40696687238834317,-0.07998852839311511
2000-05-18,72.33538055419922,-0.03649807879718914,0.039685062488078765,-0.764865420921822,-0.15931660483653534
2000-05-19,68.90840148925781,-0.04853525904380529,0.04081841919217858,-1.0174724660621854,-0.21551659697668615
2000-05-22,68.85565948486328,-0.0007656860083598005,0.04036580186765581,0.14646613088276905,0.04102012373267065
2000-05-23,63.10891342163086,-0.08715040377825822,0.0413935813210535,-1.864881142687591,-0.4041333560303313
2000-05-24,67.0631103515625,0.06077210335032479,0.043767958857555335,1.541585011196619,0.3518334415717528
2000-05-25,65.58687591552734,-0.0222585079127402,0.042410239362131084,-0.3868443843965991,-0.07577505902705059
2000-05-26,65.58687591552734,0.0,0.04109284147487823,0.1591832615250462,0.04416450474747271
2000-05-30,72.17718505859375,0.09574838587140633,0.047297516206437795,2.27032590598314,0.5161286289942626
2000-05-31,70.12104034423828,-0.028901102973720505,0.04595286847310836,-0.5336474166753994,-0.10739417428000762
2000-06-01,73.7061996459961,0.04986401911518179,0.04745677667073305,1.224524723728039,0.28407398730441863
2000-06-02,78.97838592529297,0.06908730346598801,0.04998309467802933,1.5936025533213807,0.368259090800679
2000-06-05,79.17615509033203,0.002500962246839933,0.04973522103172462,0.14731419347699062,0.04563388612833548
2000-06-06,76.97493743896484,-0.02819530033193285,0.049298821508325444,-0.505175774506186,-0.100343158614706
2000-06-07,79.0311279296875,0.026361918220827896,0.049263721091583855,0.6726357115910155,0.16248721775609223
2000-06-08,78.66207122802734,-0.004680701227894879,0.04564399404056157,-0.01157762538999035,0.00903732252022296
2000-06-09,79.08385467529297,0.005347643053283058,0.044004067705830055,0.1874946832082961,0.053373978480049766
2000-06-12,76.55315399169922,-0.03252341813623616,0.04479704602648708,-0.6391883580797829,-0.13066026687612853
2000-06-13,79.50563049316406,0.03784251999042354,0.04458821274295051,0.8897545345822113,0.2102486307345392
2000-06-14,77.71304321289062,-0.022804733362385754,0.04455408858448599,-0.45533371000200834,-0.08910288210624875
2000-06-15,79.08385467529297,0.017485631508198374,0.044401411654550894,0.4231448412172583,0.10669220749391613
2000-06-16,79.50563049316406,0.00531910185418738,0.04343573947354398,0.14434143505941305,0.044558559781039495
2000-06-19,82.66899871826172,0.039016824434740194,0.04217911976116301,0.8781018072068498,0.20778250958708896
2000-06-20,82.35262298583984,-0.0038343596042267336,0.042222468586785245,-0.045930865860853265,0.0015633876017515525
2000-06-21,83.40709686279297,0.012723092226185173,0.035653474172998745,0.293205069548714,0.07569860227473502
2000-06-22,80.34919738769531,-0.03735129684099281,0.03562160473795036,-0.8288995865540557,-0.17376908430992244
2000-06-23,77.1858139038086,-0.04016642075896382,0.03665961723688616,-0.9111603316958662,-0.1913173915475893
2000-06-26,79.29478454589844,0.026956675403450703,0.03683961663817927,0.5873163886828171,0.14199350042974257
2000-06-27,78.34576416015625,-0.012040453533825435,0.03097374459776626,-0.3585678338525247,-0.06844167015808779
2000-06-28,79.29478454589844,0.012040453533825435,0.030015977607416672,0.28603741359825674,0.07223250276878906
2000-06-29,77.30447387695312,-0.025420527103346302,0.028946623667880617,-0.653767204155563,-0.13477971728242155
2000-06-30,78.82026672363281,0.019418324997305447,0.024748892215395137,0.4789794609924187,0.11292972236175501
2000-07-03,80.34919738769531,0.01921194746155397,0.025120630964559843,0.45299182796264065,0.10774052861267308
